date,time,S/N,condi,open,VID,PID,REV,F/W,FPGA,GuideLED,touch,cable,camera,noise,Prism_A,Prism_B,Prism_Skew,Prism_R,Chamfer_RWhiteLED,IrLedNo,IrLED,M1,M1_R,AX,AX_R,AY,AY_R,BX,BX_R,BY,BY_R,CX,CX_R,CY,CY_R,DX,DX_R,DY,DY_R,M2,M2_R,EX,EX_R,EY,EY_R,FX,FX_R,FY,FY_R,GX,GX_R,GY,GY_R,HX,HX_R,HY,HY_R,CNo,CNo2,
2016/5/7,18:12:34,SN6500001K,0,OK,OK,OK,OK,OK,OK,OK,OK,,OK,OK,637,633,4,OK,OK,OK,10,OK,428,OK,114,OK,165,OK,545,OK,179,OK,110,OK,858,OK,542,OK,855,OK,708,OK,294,OK,193,OK,1000,OK,208,OK,291,OK,861,OK,1000,OK,860,OK,10,10
