S/No	SWCRDBFMN	Project	Version	Station	LightBox	Fixture	LightPanel	Date	Time	S_BL	S_BR	S_CT	S_TL	S_TR	Shd	DKC	Wa_BL	Wa_BR	Wa_CT	Wa_TL	Wa_TR	Dfa_BL	Dfa_BR	Dfa_CT	Dfa_TL	Dfa_TR	Wb_BL	Wb_BR	Wb_CT	Wb_TL	Wb_TR	Dfb_BL	Dfb_BR	Dfb_CT	Dfb_TL	Dfb_TR	CR_H	CR_S	CR_L	CG_H	CG_S	CG_L	CB_H	CB_S	CB_L	R_TL	R_TR	R_CT	R_BL	R_BR	De1	De2	R_CTST	F_R_TL	F_R_TR	F_R_CT	F_R_BL	F_R_BR	F_De1	F_De2	DZ1	DZ2	WZ1	WZ2	WZ1S	WZ2S	DC	WL	DV	BZ1	BZ2	WZ1	WZ2	WZ1S	WZ2S	BC	WL	BV	NO_MEANS	NO_STANDARD	BLEM	X_val	Y_val	dpc_stdev	dpc_max	dpc_min	nFit	peak	ripple	sigma	mean	amp	StdDevRed	StdDevGreen	StdDevBlue	StdDevRGB	CycleTime_S	FFDD	MIC	L_FREQ	R_FREQ	L_dB	R_dB	L_Noise	R_Noise	
DFQPT0385891GT	OOOOO-XOOOO-----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:00:19	131.30	139.22	132.37	133.60	142.17	99.19	0.90	124.89	122.43	124.45	125.24	121.76	-2.11	-4.57	-2.55	-1.76	-5.24	129.23	130.67	129.15	129.38	130.66	2.23	3.67	2.15	2.38	3.66	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22.07	66.52	21.68	19.37	58.81	-44.44	47.14	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.957	0.629264	0.300396	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.14	-26.16	0.00	0.00	
DFQPT0385891GT	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:00:37	131.30	139.22	132.37	133.60	142.17	99.19	0.90	124.89	122.43	124.45	125.24	121.76	-2.11	-4.57	-2.55	-1.76	-5.24	129.23	130.67	129.15	129.38	130.66	2.23	3.67	2.15	2.38	3.66	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22.07	66.52	21.68	19.37	58.81	-44.44	47.14	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.957	0.629264	0.300396	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.14	-26.16	0.00	0.00	
DFQPT0385891GV	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:01:39	134.66	140.99	133.84	135.08	140.95	100.00	0.94	122.60	120.86	121.98	122.95	121.94	-4.40	-6.14	-5.02	-4.05	-5.06	131.40	132.98	131.98	131.28	132.40	4.40	5.98	4.98	4.28	5.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	77.61	74.38	79.92	75.61	73.95	-2.31	5.97	3.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.937	0.618891	0.325167	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	215.391	199.084	215.545	630.020	0	--OO--	2	0	0	-26.04	-25.95	0.00	0.00	
DFQPT0385891GV	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:02:47	134.66	140.99	133.84	135.08	140.95	100.00	0.94	122.60	120.86	121.98	122.95	121.94	-4.40	-6.14	-5.02	-4.05	-5.06	131.40	132.98	131.98	131.28	132.40	4.40	5.98	4.98	4.28	5.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	37.13	63.37	79.07	34.47	60.58	-41.94	44.60	2.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.937	0.618891	0.325167	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.04	-25.95	0.00	0.00	
DFQPT0385891GV	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:02:51	134.66	140.99	133.84	135.08	140.95	100.00	0.94	122.60	120.86	121.98	122.95	121.94	-4.40	-6.14	-5.02	-4.05	-5.06	131.40	132.98	131.98	131.28	132.40	4.40	5.98	4.98	4.28	5.40	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	37.13	63.37	79.07	34.47	60.58	-41.94	44.60	2.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.937	0.618891	0.325167	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.04	-25.95	0.00	0.00	
DFQPT0385891GW	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:03:44	132.66	138.10	131.07	134.23	139.09	100.00	0.93	125.19	122.60	123.81	125.00	122.70	-1.81	-4.40	-3.19	-2.00	-4.30	129.60	130.38	128.91	129.59	130.38	2.60	3.38	1.91	2.59	3.38	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	76.51	72.90	80.05	75.76	74.12	-3.54	7.15	3.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.912	0.580881	0.267571	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	197.219	181.828	195.392	574.439	0	--OO--	2	0	0	-25.89	-26.49	0.00	0.00	
DFQPT0385891GW	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:04:52	132.66	138.10	131.07	134.23	139.09	100.00	0.93	125.19	122.60	123.81	125.00	122.70	-1.81	-4.40	-3.19	-2.00	-4.30	129.60	130.38	128.91	129.59	130.38	2.60	3.38	1.91	2.59	3.38	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	29.79	65.20	30.52	26.87	65.66	-35.88	38.80	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.912	0.580881	0.267571	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.89	-26.49	0.00	0.00	
DFQPT0385891GW	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:05:00	132.66	138.10	131.07	134.23	139.09	100.00	0.93	125.19	122.60	123.81	125.00	122.70	-1.81	-4.40	-3.19	-2.00	-4.30	129.60	130.38	128.91	129.59	130.38	2.60	3.38	1.91	2.59	3.38	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	29.79	65.20	30.52	26.87	65.66	-35.88	38.80	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.912	0.580881	0.267571	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.89	-26.49	0.00	0.00	
DFQPT0385891GX	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:06:03	134.99	135.70	133.28	139.02	139.75	100.00	0.96	123.20	121.16	122.68	123.33	121.04	-3.80	-5.84	-4.32	-3.67	-5.96	131.70	130.73	131.46	132.32	131.43	4.70	3.73	4.46	5.32	4.43	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	77.36	71.36	80.65	75.31	74.96	-3.29	9.29	3.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.982	0.657942	0.327544	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	207.094	187.889	196.830	591.812	0	--OO--	2	0	0	-25.84	-25.65	0.00	0.00	
DFQPT0385891GX	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:07:11	134.99	135.70	133.28	139.02	139.75	100.00	0.96	123.20	121.16	122.68	123.33	121.04	-3.80	-5.84	-4.32	-3.67	-5.96	131.70	130.73	131.46	132.32	131.43	4.70	3.73	4.46	5.32	4.43	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26.27	64.23	30.23	23.85	65.45	-39.19	41.60	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.982	0.657942	0.327544	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.84	-25.65	0.00	0.00	
DFQPT0385891GX	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:07:34	134.99	135.70	133.28	139.02	139.75	100.00	0.96	123.20	121.16	122.68	123.33	121.04	-3.80	-5.84	-4.32	-3.67	-5.96	131.70	130.73	131.46	132.32	131.43	4.70	3.73	4.46	5.32	4.43	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26.27	64.23	30.23	23.85	65.45	-39.19	41.60	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.982	0.657942	0.327544	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.84	-25.65	0.00	0.00	
DFQPT0385891MN	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:08:35	131.97	137.65	132.19	135.19	140.79	99.83	0.93	124.51	124.38	123.79	125.33	125.36	-2.49	-2.62	-3.21	-1.67	-1.64	130.11	129.01	129.05	130.68	129.81	3.11	2.01	2.05	3.68	2.81	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.41	72.49	80.69	71.69	71.62	-5.28	9.07	3.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.016	0.662703	0.332541	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	203.811	183.658	197.945	585.414	0	--OO--	2	0	0	-26.39	-26.35	0.00	0.00	
DFQPT0385891MN	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:09:41	131.97	137.65	132.19	135.19	140.79	99.83	0.93	124.51	124.38	123.79	125.33	125.36	-2.49	-2.62	-3.21	-1.67	-1.64	130.11	129.01	129.05	130.68	129.81	3.11	2.01	2.05	3.68	2.81	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	34.79	63.34	79.93	32.87	66.38	-45.14	47.05	2.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.016	0.662703	0.332541	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.39	-26.35	0.00	0.00	
DFQPT0385891MN	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:09:49	131.97	137.65	132.19	135.19	140.79	99.83	0.93	124.51	124.38	123.79	125.33	125.36	-2.49	-2.62	-3.21	-1.67	-1.64	130.11	129.01	129.05	130.68	129.81	3.11	2.01	2.05	3.68	2.81	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	34.79	63.34	79.93	32.87	66.38	-45.14	47.05	2.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.016	0.662703	0.332541	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.39	-26.35	0.00	0.00	
DFQPT0385891MP	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:10:53	133.39	135.52	131.90	134.78	136.70	100.00	0.96	124.42	124.10	124.39	125.20	125.02	-2.58	-2.90	-2.61	-1.80	-1.98	129.66	128.81	129.04	129.82	128.89	2.66	1.81	2.04	2.82	1.89	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.85	68.47	79.41	68.53	66.87	-5.56	12.54	3.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.476	0.911414	0.390260	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	204.494	183.808	201.948	590.250	0	--OO--	2	0	0	-26.07	-26.12	0.00	0.00	
DFQPT0385891MP	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:12:00	133.39	135.52	131.90	134.78	136.70	100.00	0.96	124.42	124.10	124.39	125.20	125.02	-2.58	-2.90	-2.61	-1.80	-1.98	129.66	128.81	129.04	129.82	128.89	2.66	1.81	2.04	2.82	1.89	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27.19	62.49	33.49	24.30	62.61	-35.42	38.32	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.476	0.911414	0.390260	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.07	-26.12	0.00	0.00	
DFQPT0385891MP	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:12:09	133.39	135.52	131.90	134.78	136.70	100.00	0.96	124.42	124.10	124.39	125.20	125.02	-2.58	-2.90	-2.61	-1.80	-1.98	129.66	128.81	129.04	129.82	128.89	2.66	1.81	2.04	2.82	1.89	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27.19	62.49	33.49	24.30	62.61	-35.42	38.32	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.476	0.911414	0.390260	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.07	-26.12	0.00	0.00	
DFQPT0385891MR	X---------------	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:14:22	129.14	137.27	129.69	132.53	141.58	99.57	0.89	124.09	123.79	123.45	125.45	125.85	-2.91	-3.21	-3.55	-1.55	-1.15	129.54	130.00	128.82	130.08	130.60	2.54	3.00	1.82	3.08	3.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	76.53	76.22	80.24	76.94	72.61	-3.72	7.64	3.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.968	0.632627	0.313110	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	196.500	180.014	193.394	569.908	0	--OO--	2	0	0	-26.46	-26.79	0.00	0.00	
DFQPT0385891MR	X---------------	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:15:30	129.14	137.27	129.69	132.53	141.58	99.57	0.89	124.09	123.79	123.45	125.45	125.85	-2.91	-3.21	-3.55	-1.55	-1.15	129.54	130.00	128.82	130.08	130.60	2.54	3.00	1.82	3.08	3.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.51	57.16	18.93	19.34	64.17	-43.66	45.24	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.968	0.632627	0.313110	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.46	-26.79	0.00	0.00	
DFQPT0385891MR	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:16:01	129.14	137.27	129.69	132.53	141.58	99.57	0.89	124.09	123.79	123.45	125.45	125.85	-2.91	-3.21	-3.55	-1.55	-1.15	129.54	130.00	128.82	130.08	130.60	2.54	3.00	1.82	3.08	3.60	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20.51	57.16	18.93	19.34	64.17	-43.66	45.24	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.968	0.632627	0.313110	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.46	-26.79	0.00	0.00	
DFQPT0385891MS	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:16:56	131.91	136.25	130.52	133.65	137.94	100.00	0.93	125.74	122.28	124.09	126.45	122.94	-1.26	-4.72	-2.91	-0.55	-4.06	129.17	130.32	128.97	129.97	130.75	2.17	3.32	1.97	2.97	3.75	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.28	74.20	80.81	77.19	75.14	-5.53	6.61	3.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.955	0.621498	0.293028	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	194.037	177.295	190.014	561.347	0	--OO--	2	0	0	-26.10	-25.98	0.00	0.00	
DFQPT0385891MS	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:18:03	131.91	136.25	130.52	133.65	137.94	100.00	0.93	125.74	122.28	124.09	126.45	122.94	-1.26	-4.72	-2.91	-0.55	-4.06	129.17	130.32	128.97	129.97	130.75	2.17	3.32	1.97	2.97	3.75	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26.30	65.22	30.42	24.29	56.65	-38.91	40.92	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.955	0.621498	0.293028	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.10	-25.98	0.00	0.00	
DFQPT0385891MS	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:18:17	131.91	136.25	130.52	133.65	137.94	100.00	0.93	125.74	122.28	124.09	126.45	122.94	-1.26	-4.72	-2.91	-0.55	-4.06	129.17	130.32	128.97	129.97	130.75	2.17	3.32	1.97	2.97	3.75	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26.30	65.22	30.42	24.29	56.65	-38.91	40.92	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.955	0.621498	0.293028	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.10	-25.98	0.00	0.00	
DFQPT0385891J3	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:19:37	133.90	141.79	133.85	134.60	142.32	100.00	0.93	123.21	122.20	123.06	125.10	123.57	-3.79	-4.80	-3.94	-1.90	-3.43	131.83	131.56	132.00	131.55	131.68	4.83	4.56	5.00	4.55	4.68	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.83	74.05	79.62	74.02	71.35	-3.79	8.26	3.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.931	0.607081	0.295793	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	216.278	194.608	212.369	623.255	0	--OO--	2	0	0	-25.92	-25.99	0.00	0.00	
DFQPT0385891J3	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:20:45	133.90	141.79	133.85	134.60	142.32	100.00	0.93	123.21	122.20	123.06	125.10	123.57	-3.79	-4.80	-3.94	-1.90	-3.43	131.83	131.56	132.00	131.55	131.68	4.83	4.56	5.00	4.55	4.68	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.63	67.14	31.43	26.41	64.88	-38.50	40.73	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.931	0.607081	0.295793	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.92	-25.99	0.00	0.00	
DFQPT0385891J3	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:20:52	133.90	141.79	133.85	134.60	142.32	100.00	0.93	123.21	122.20	123.06	125.10	123.57	-3.79	-4.80	-3.94	-1.90	-3.43	131.83	131.56	132.00	131.55	131.68	4.83	4.56	5.00	4.55	4.68	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.63	67.14	31.43	26.41	64.88	-38.50	40.73	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.931	0.607081	0.295793	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.92	-25.99	0.00	0.00	
DFQPT0385891J4	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:21:50	132.76	139.49	133.22	135.41	141.51	99.65	0.94	122.92	120.68	123.36	125.36	123.76	-4.08	-6.32	-3.64	-1.64	-3.24	131.95	132.02	131.45	131.57	131.75	4.95	5.02	4.45	4.57	4.75	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.01	71.55	79.33	73.14	74.36	-4.32	7.77	3.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.928	0.581411	0.274211	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	211.378	193.091	205.577	610.045	0	--OO--	2	0	0	-25.93	-26.33	0.00	0.00	
DFQPT0385891J4	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:22:57	132.76	139.49	133.22	135.41	141.51	99.65	0.94	122.92	120.68	123.36	125.36	123.76	-4.08	-6.32	-3.64	-1.64	-3.24	131.95	132.02	131.45	131.57	131.75	4.95	5.02	4.45	4.57	4.75	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.35	62.84	73.32	30.70	62.37	-36.97	42.62	2.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.928	0.581411	0.274211	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.93	-26.33	0.00	0.00	
DFQPT0385891J4	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:23:08	132.76	139.49	133.22	135.41	141.51	99.65	0.94	122.92	120.68	123.36	125.36	123.76	-4.08	-6.32	-3.64	-1.64	-3.24	131.95	132.02	131.45	131.57	131.75	4.95	5.02	4.45	4.57	4.75	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.35	62.84	73.32	30.70	62.37	-36.97	42.62	2.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.928	0.581411	0.274211	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.93	-26.33	0.00	0.00	
DFQPT0385891J6	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:24:03	130.01	141.91	132.72	132.52	143.94	97.95	0.89	123.96	123.67	123.65	126.02	125.48	-3.04	-3.33	-3.35	-0.98	-1.52	129.12	130.03	128.97	128.84	130.67	2.12	3.03	1.97	1.84	3.67	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	76.33	73.09	79.05	72.07	72.04	-2.73	7.01	3.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.043	0.714923	0.328270	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	199.811	182.497	196.191	578.498	0	--OO--	2	0	0	-26.16	-25.69	0.00	0.00	
DFQPT0385891J6	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:25:11	130.01	141.91	132.72	132.52	143.94	97.95	0.89	123.96	123.67	123.65	126.02	125.48	-3.04	-3.33	-3.35	-0.98	-1.52	129.12	130.03	128.97	128.84	130.67	2.12	3.03	1.97	1.84	3.67	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	39.55	69.79	79.34	35.42	62.36	-39.80	43.92	3.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.043	0.714923	0.328270	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.16	-25.69	0.00	0.00	
DFQPT0385891J6	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:25:22	130.01	141.91	132.72	132.52	143.94	97.95	0.89	123.96	123.67	123.65	126.02	125.48	-3.04	-3.33	-3.35	-0.98	-1.52	129.12	130.03	128.97	128.84	130.67	2.12	3.03	1.97	1.84	3.67	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	39.55	69.79	79.34	35.42	62.36	-39.80	43.92	3.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.043	0.714923	0.328270	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.16	-25.69	0.00	0.00	
