S/No	SWCRDBFMN	Project	Version	Station	LightBox	Fixture	LightPanel	Date	Time	S_BL	S_BR	S_CT	S_TL	S_TR	Shd	DKC	Wa_BL	Wa_BR	Wa_CT	Wa_TL	Wa_TR	Dfa_BL	Dfa_BR	Dfa_CT	Dfa_TL	Dfa_TR	Wb_BL	Wb_BR	Wb_CT	Wb_TL	Wb_TR	Dfb_BL	Dfb_BR	Dfb_CT	Dfb_TL	Dfb_TR	CR_H	CR_S	CR_L	CG_H	CG_S	CG_L	CB_H	CB_S	CB_L	R_TL	R_TR	R_CT	R_BL	R_BR	De1	De2	R_CTST	F_R_TL	F_R_TR	F_R_CT	F_R_BL	F_R_BR	F_De1	F_De2	DZ1	DZ2	WZ1	WZ2	WZ1S	WZ2S	DC	WL	DV	BZ1	BZ2	WZ1	WZ2	WZ1S	WZ2S	BC	WL	BV	NO_MEANS	NO_STANDARD	BLEM	X_val	Y_val	dpc_stdev	dpc_max	dpc_min	nFit	peak	ripple	sigma	mean	amp	StdDevRed	StdDevGreen	StdDevBlue	StdDevRGB	CycleTime_S	FFDD	MIC	L_FREQ	R_FREQ	L_dB	R_dB	L_Noise	R_Noise	
DFQPT03858926S		FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:00:08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.48	71.34	65.25	69.54	63.17	0.14	8.17	2.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	XXOO	1	1	1	-26.0	-26.0	10	10	
DFQPT0385891HF		FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:09:18	133.93	138.03	131.69	134.46	139.34	100.00	0.95	124.20	123.80	123.50	124.32	123.70	-2.80	-3.20	-3.50	-2.68	-3.30	130.27	130.06	128.83	130.67	129.97	3.27	3.06	1.83	3.67	2.97	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	77.67	74.99	80.74	74.08	72.70	-3.07	8.04	3.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.271	0.846960	0.354402	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	212.552	193.541	207.723	613.816	0	--OO--	2	0	0	-25.47	-25.70	0.00	0.00	
DFQPT0385891HF		FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:11:19	133.43	137.68	131.32	133.91	138.82	100.00	0.95	124.48	124.13	123.92	124.75	124.00	-2.52	-2.87	-3.08	-2.25	-3.00	130.33	129.67	128.63	130.46	129.91	3.33	2.67	1.63	3.46	2.91	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	78.16	74.97	80.42	74.56	73.63	-2.25	6.79	3.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.095	0.736357	0.388997	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	208.878	186.766	200.619	596.263	0	--OO--	2	0	0	-25.45	-25.67	0.00	0.00	
DFQPT03858926P		FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:13:08	134.17	138.88	132.93	135.20	139.44	100.00	0.96	124.22	124.51	124.34	124.97	125.07	-2.78	-2.49	-2.66	-2.03	-1.93	129.73	128.90	129.07	129.49	128.71	2.73	1.90	2.07	2.49	1.71	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.59	71.36	80.25	73.64	72.27	-4.66	8.90	3.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.951	0.606652	0.290593	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	213.714	191.356	204.716	609.786	0	--OO--	2	0	0	-25.36	-25.51	0.00	0.00	
DFQPT03858926P		FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:14:16	134.17	138.88	132.93	135.20	139.44	100.00	0.96	124.22	124.51	124.34	124.97	125.07	-2.78	-2.49	-2.66	-2.03	-1.93	129.73	128.90	129.07	129.49	128.71	2.73	1.90	2.07	2.49	1.71	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.70	66.22	29.33	27.40	61.12	-37.52	38.82	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.951	0.606652	0.290593	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.36	-25.51	0.00	0.00	
DFQPT03858926P	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:14:24	134.17	138.88	132.93	135.20	139.44	100.00	0.96	124.22	124.51	124.34	124.97	125.07	-2.78	-2.49	-2.66	-2.03	-1.93	129.73	128.90	129.07	129.49	128.71	2.73	1.90	2.07	2.49	1.71	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.70	66.22	29.33	27.40	61.12	-37.52	38.82	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.951	0.606652	0.290593	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.36	-25.51	0.00	0.00	
DFQPT03858926T	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:15:28	131.80	139.59	131.98	132.00	139.15	99.87	0.93	124.69	124.80	124.45	125.16	124.97	-2.31	-2.20	-2.55	-1.84	-2.03	129.77	130.42	129.03	129.57	130.26	2.77	3.42	2.03	2.57	3.26	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.93	73.85	80.00	75.44	72.28	-4.07	7.72	3.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.002	0.653110	0.323930	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	210.573	186.045	198.200	594.819	0	--OO--	2	0	0	-25.73	-26.05	0.00	0.00	
DFQPT03858926T	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:16:36	131.80	139.59	131.98	132.00	139.15	99.87	0.93	124.69	124.80	124.45	125.16	124.97	-2.31	-2.20	-2.55	-1.84	-2.03	129.77	130.42	129.03	129.57	130.26	2.77	3.42	2.03	2.57	3.26	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.21	62.74	28.79	25.80	63.80	-35.58	38.00	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.002	0.653110	0.323930	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.73	-26.05	0.00	0.00	
DFQPT03858926T	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:16:46	131.80	139.59	131.98	132.00	139.15	99.87	0.93	124.69	124.80	124.45	125.16	124.97	-2.31	-2.20	-2.55	-1.84	-2.03	129.77	130.42	129.03	129.57	130.26	2.77	3.42	2.03	2.57	3.26	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.21	62.74	28.79	25.80	63.80	-35.58	38.00	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.002	0.653110	0.323930	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.73	-26.05	0.00	0.00	
DFQPT03858926S	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:17:41	134.15	137.71	132.03	136.25	138.94	100.00	0.96	124.33	123.09	123.77	125.70	124.36	-2.67	-3.91	-3.23	-1.30	-2.64	130.25	129.74	129.00	130.11	130.28	3.25	2.74	2.00	3.11	3.28	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	78.37	72.58	79.45	72.59	68.45	-1.09	11.00	3.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.965	0.606392	0.302701	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	207.981	189.416	201.817	599.214	0	--OO--	2	0	0	-26.07	-25.48	0.00	0.00	
DFQPT03858926S	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:18:48	134.15	137.71	132.03	136.25	138.94	100.00	0.96	124.33	123.09	123.77	125.70	124.36	-2.67	-3.91	-3.23	-1.30	-2.64	130.25	129.74	129.00	130.11	130.28	3.25	2.74	2.00	3.11	3.28	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	40.62	65.02	79.04	35.70	58.23	-38.41	43.34	2.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.965	0.606392	0.302701	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.07	-25.48	0.00	0.00	
DFQPT03858926S	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:18:55	134.15	137.71	132.03	136.25	138.94	100.00	0.96	124.33	123.09	123.77	125.70	124.36	-2.67	-3.91	-3.23	-1.30	-2.64	130.25	129.74	129.00	130.11	130.28	3.25	2.74	2.00	3.11	3.28	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	40.62	65.02	79.04	35.70	58.23	-38.41	43.34	2.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.965	0.606392	0.302701	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.07	-25.48	0.00	0.00	
DFQPT0385891LK	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:20:02	134.15	137.71	132.03	136.25	138.94	100.00	0.96	124.33	123.09	123.77	125.70	124.36	-2.67	-3.91	-3.23	-1.30	-2.64	130.25	129.74	129.00	130.11	130.28	3.25	2.74	2.00	3.11	3.28	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	67.04	58.88	65.08	65.80	55.53	1.24	10.27	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.965	0.606392	0.302701	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	XXOO	1	1	1	-26.0	-26.0	10	10	
DFQPT0385891JY	OOX-------O-----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:21:17	134.15	137.71	132.03	136.25	138.94	100.00	0.96	124.33	123.09	123.77	125.70	124.36	-2.67	-3.91	-3.23	-1.30	-2.64	130.25	129.74	129.00	130.11	130.28	3.25	2.74	2.00	3.11	3.28	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	66.83	63.94	55.19	61.43	65.32	1.51	10.13	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.965	0.606392	0.302701	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	XXOO	1	1	1	-26.0	-26.0	10	10	
DFQPT0385892HD	OOX-------O-----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:22:20	133.25	137.65	134.85	137.63	141.26	98.81	0.93	122.63	122.28	122.96	124.20	123.59	-4.37	-4.72	-4.04	-2.80	-3.41	131.09	129.91	129.79	131.27	130.66	4.09	2.91	2.79	4.27	3.66	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.35	70.20	78.86	67.95	71.82	-8.50	10.91	3.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.076	0.709167	0.384797	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	208.348	195.559	206.164	610.072	0	--OO--	2	0	0	-26.21	-25.86	0.00	0.00	
DFQPT0385892F0		FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:24:19	132.28	132.07	130.09	132.48	131.61	100.00	0.98	124.39	124.61	124.43	124.70	124.49	-2.61	-2.39	-2.57	-2.30	-2.51	130.63	128.64	129.31	130.67	129.09	3.63	1.64	2.31	3.67	2.09	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.64	72.23	78.24	70.47	66.23	-4.60	12.01	3.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.052	0.676108	0.352620	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	187.866	166.366	175.933	530.164	0	--OO--	2	0	0	-25.34	-25.71	0.00	0.00	
DFQPT0385892F0		FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:25:27	132.28	132.07	130.09	132.48	131.61	100.00	0.98	124.39	124.61	124.43	124.70	124.49	-2.61	-2.39	-2.57	-2.30	-2.51	130.63	128.64	129.31	130.67	129.09	3.63	1.64	2.31	3.67	2.09	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24.50	64.26	28.02	20.16	62.57	-39.76	44.09	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.052	0.676108	0.352620	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.34	-25.71	0.00	0.00	
DFQPT0385892F0	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:33:31	132.28	132.07	130.09	132.48	131.61	100.00	0.98	124.39	124.61	124.43	124.70	124.49	-2.61	-2.39	-2.57	-2.30	-2.51	130.63	128.64	129.31	130.67	129.09	3.63	1.64	2.31	3.67	2.09	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24.50	64.26	28.02	20.16	62.57	-39.76	44.09	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.052	0.676108	0.352620	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.34	-25.71	0.00	0.00	
DFQPT0385892F2		FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:34:53	132.43	135.03	130.89	132.50	135.92	100.00	0.97	123.71	122.98	121.79	123.91	124.47	-3.29	-4.02	-5.21	-3.09	-2.53	132.27	131.73	132.29	132.29	131.14	5.27	4.73	5.29	5.29	4.14	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	78.70	72.39	79.56	69.04	69.17	-0.86	10.52	3.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.990	0.632594	0.311008	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	200.903	181.136	195.128	577.167	0	--OO--	2	0	0	-24.90	-25.32	0.00	0.00	
DFQPT0385892F2		FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:36:01	132.43	135.03	130.89	132.50	135.92	100.00	0.97	123.71	122.98	121.79	123.91	124.47	-3.29	-4.02	-5.21	-3.09	-2.53	132.27	131.73	132.29	132.29	131.14	5.27	4.73	5.29	5.29	4.14	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	40.98	56.42	67.22	33.67	60.37	-26.23	33.55	2.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.990	0.632594	0.311008	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-24.90	-25.32	0.00	0.00	
DFQPT0385892F2	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:36:18	132.43	135.03	130.89	132.50	135.92	100.00	0.97	123.71	122.98	121.79	123.91	124.47	-3.29	-4.02	-5.21	-3.09	-2.53	132.27	131.73	132.29	132.29	131.14	5.27	4.73	5.29	5.29	4.14	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	40.98	56.42	67.22	33.67	60.37	-26.23	33.55	2.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.990	0.632594	0.311008	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-24.90	-25.32	0.00	0.00	
DFQPT0385892F4	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:39:14	132.41	134.73	131.19	134.47	136.57	100.00	0.97	123.31	122.86	124.12	125.35	124.31	-3.69	-4.14	-2.88	-1.65	-2.69	130.47	129.93	129.11	130.18	130.38	3.47	2.93	2.11	3.18	3.38	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.79	74.30	79.62	70.82	69.97	-7.83	9.65	3.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.071	0.687012	0.352717	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	192.422	177.961	187.156	557.539	0	--OO--	2	0	0	-25.34	-25.97	0.00	0.00	
DFQPT0385892F4	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:40:23	132.41	134.73	131.19	134.47	136.57	100.00	0.97	123.31	122.86	124.12	125.35	124.31	-3.69	-4.14	-2.88	-1.65	-2.69	130.47	129.93	129.11	130.18	130.38	3.47	2.93	2.11	3.18	3.38	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24.06	65.30	25.94	21.34	60.16	-41.24	43.96	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.071	0.687012	0.352717	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.34	-25.97	0.00	0.00	
DFQPT0385892F4	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:40:34	132.41	134.73	131.19	134.47	136.57	100.00	0.97	123.31	122.86	124.12	125.35	124.31	-3.69	-4.14	-2.88	-1.65	-2.69	130.47	129.93	129.11	130.18	130.38	3.47	2.93	2.11	3.18	3.38	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24.06	65.30	25.94	21.34	60.16	-41.24	43.96	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.071	0.687012	0.352717	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.34	-25.97	0.00	0.00	
DFQPT0385892HJ	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:41:31	135.37	134.44	134.00	137.51	136.44	100.00	0.97	121.86	122.16	121.63	121.37	122.48	-5.14	-4.84	-5.37	-5.63	-4.52	131.81	129.71	130.14	132.33	130.12	4.81	2.71	3.14	5.33	3.12	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.22	71.25	77.83	70.99	66.92	-4.61	10.91	3.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.005	0.660657	0.329490	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	211.566	192.333	201.981	605.880	0	--OO--	2	0	0	-25.57	-25.89	0.00	0.00	
DFQPT0385892HJ	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:42:40	135.37	134.44	134.00	137.51	136.44	100.00	0.97	121.86	122.16	121.63	121.37	122.48	-5.14	-4.84	-5.37	-5.63	-4.52	131.81	129.71	130.14	132.33	130.12	4.81	2.71	3.14	5.33	3.12	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27.06	60.70	29.97	22.58	58.58	-33.64	38.12	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.005	0.660657	0.329490	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.57	-25.89	0.00	0.00	
DFQPT0385892HJ	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:42:45	135.37	134.44	134.00	137.51	136.44	100.00	0.97	121.86	122.16	121.63	121.37	122.48	-5.14	-4.84	-5.37	-5.63	-4.52	131.81	129.71	130.14	132.33	130.12	4.81	2.71	3.14	5.33	3.12	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27.06	60.70	29.97	22.58	58.58	-33.64	38.12	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.005	0.660657	0.329490	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.57	-25.89	0.00	0.00	
DFQPT0385892EY	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:43:40	135.41	135.04	132.40	136.31	134.50	100.00	0.99	124.09	123.28	123.84	125.48	124.10	-2.91	-3.72	-3.16	-1.52	-2.90	130.66	128.46	129.05	130.41	128.79	3.66	1.46	2.05	3.41	1.79	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.30	69.88	78.66	72.11	67.06	-4.36	11.59	3.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.192	0.791135	0.387154	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	199.380	184.233	197.192	580.805	0	--OO--	2	0	0	-25.29	-25.54	0.00	0.00	
DFQPT0385892EY	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:44:48	135.41	135.04	132.40	136.31	134.50	100.00	0.99	124.09	123.28	123.84	125.48	124.10	-2.91	-3.72	-3.16	-1.52	-2.90	130.66	128.46	129.05	130.41	128.79	3.66	1.46	2.05	3.41	1.79	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26.74	68.84	32.70	25.79	62.35	-42.10	43.04	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.192	0.791135	0.387154	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.29	-25.54	0.00	0.00	
DFQPT0385892EY	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:44:56	135.41	135.04	132.40	136.31	134.50	100.00	0.99	124.09	123.28	123.84	125.48	124.10	-2.91	-3.72	-3.16	-1.52	-2.90	130.66	128.46	129.05	130.41	128.79	3.66	1.46	2.05	3.41	1.79	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26.74	68.84	32.70	25.79	62.35	-42.10	43.04	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.192	0.791135	0.387154	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.29	-25.54	0.00	0.00	
DFQPT03858926V	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:45:55	131.78	134.65	131.63	136.01	138.42	100.00	0.94	123.85	123.64	123.89	125.20	125.20	-3.15	-3.36	-3.11	-1.80	-1.80	130.05	128.87	129.01	130.38	129.73	3.05	1.87	2.01	3.38	2.73	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.28	74.49	79.16	68.05	66.19	-6.88	12.97	3.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.039	0.682559	0.343406	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	192.672	176.253	188.578	557.503	0	--OO--	2	0	0	-25.49	-25.84	0.00	0.00	
DFQPT03858926V	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	08:47:03	131.78	134.65	131.63	136.01	138.42	100.00	0.94	123.85	123.64	123.89	125.20	125.20	-3.15	-3.36	-3.11	-1.80	-1.80	130.05	128.87	129.01	130.38	129.73	3.05	1.87	2.01	3.38	2.73	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24.11	62.22	28.25	18.44	60.18	-38.11	43.78	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.039	0.682559	0.343406	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.49	-25.84	0.00	0.00	
