S/No	SWCRDBFMN	Project	Version	Station	LightBox	Fixture	LightPanel	Date	Time	S_BL	S_BR	S_CT	S_TL	S_TR	Shd	DKC	Wa_BL	Wa_BR	Wa_CT	Wa_TL	Wa_TR	Dfa_BL	Dfa_BR	Dfa_CT	Dfa_TL	Dfa_TR	Wb_BL	Wb_BR	Wb_CT	Wb_TL	Wb_TR	Dfb_BL	Dfb_BR	Dfb_CT	Dfb_TL	Dfb_TR	CR_H	CR_S	CR_L	CG_H	CG_S	CG_L	CB_H	CB_S	CB_L	R_TL	R_TR	R_CT	R_BL	R_BR	De1	De2	R_CTST	DZ1	DZ2	WZ1	WZ2	WZ1S	WZ2S	DC	WL	DV	BZ1	BZ2	WZ1	WZ2	WZ1S	WZ2S	BC	WL	BV	NO_MEANS	NO_STANDARD	BLEM	X_val	Y_val	dpc_stdev	dpc_max	dpc_min	nFit	peak	ripple	sigma	mean	amp	StdDevRed	StdDevGreen	StdDevBlue	StdDevRGB	CycleTime_S	
DCVPC01CL5T3UH	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:12:04	164.81	161.05	187.46	167.83	167.94	85.91	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.81	69.75	73.35	73.55	69.17	-0.21	4.38	2.46	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	159.308594	0.000000	0	1280	1024	22.843	216	102	39	176	0.160	24.735	178.900	4798.088	549.831	421.670	671.305	1642.806	9	
DCVPC01CL5T3UC	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:12:20	164.39	154.09	190.33	182.00	177.05	80.96	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.73	72.52	76.27	72.57	69.34	2.54	4.39	2.35	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	151.309896	0.000000	0	1280	1024	23.424	221	105	39	189	0.198	32.712	184.156	4506.334	411.542	309.608	496.822	1217.972	9	
DCVPC01CL5T3VU	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:12:37	165.43	164.13	189.19	169.17	171.01	86.75	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.05	71.36	75.75	74.37	72.91	1.38	3.01	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	161.856771	0.000000	0	1280	1024	23.334	219	104	26	212	0.624	7.306	202.019	5609.029	395.980	300.261	472.595	1168.836	8	
DCVPC01CL5T3VP	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:12:54	160.31	160.56	182.56	163.27	164.52	87.81	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.53	72.88	75.13	74.03	74.56	0.57	4.03	2.25	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	158.324219	0.000000	0	1280	1024	22.461	216	103	30	205	0.569	9.703	196.628	5421.147	536.689	419.889	661.153	1617.731	9	
DCVPC01CL5T3VJ	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:13:14	168.06	167.95	192.67	173.87	174.66	87.17	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.06	72.86	73.96	71.56	73.52	0.44	2.45	2.50	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	164.476563	0.000000	0	1280	1024	23.164	218	103	24	212	0.510	8.994	201.169	4844.758	389.709	297.758	497.536	1185.003	10	
DCVPC01CL5T3VE	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:13:33	166.11	164.51	186.98	166.79	167.17	87.98	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.95	73.51	75.64	70.04	75.23	0.41	5.19	2.73	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	161.151042	0.000000	0	1280	1024	22.383	218	103	33	204	0.564	9.682	196.803	5806.465	534.166	420.105	673.631	1627.902	9	
DCVPC01CL5T3G3	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:13:53	170.38	160.40	190.16	175.45	169.14	84.35	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.36	73.08	75.33	73.78	71.14	0.97	3.22	2.62	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	161.830729	0.000000	0	1280	1024	23.427	218	99	25	212	0.686	6.372	201.602	5925.597	396.111	303.748	494.158	1194.017	10	
DCVPC01CL5T3F6	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:14:12	158.27	165.54	187.53	169.60	178.03	84.40	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.46	72.58	75.38	70.18	72.51	2.81	2.39	2.70	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	159.929688	0.000000	0	1280	1024	21.628	216	106	39	180	0.198	22.682	180.634	5163.122	534.173	404.675	651.073	1589.922	36	
DCVPC01CL5T3E4	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:14:55	154.78	169.28	186.53	158.29	172.58	82.98	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.22	73.76	76.63	73.18	73.83	2.80	1.61	2.51	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	164.722656	0.000000	0	1280	1024	23.121	218	104	24	212	0.675	6.536	200.958	5514.397	544.678	417.956	661.206	1623.841	8	
DCVPC01CL5T3EA	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:15:12	164.32	151.86	190.33	189.04	179.28	79.79	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.31	73.01	76.26	73.83	71.75	2.43	2.08	2.71	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.078125	0.000000	0	1280	1024	23.250	219	106	25	212	0.548	8.674	201.449	5214.539	415.644	317.102	519.648	1252.394	9	
DCVPC01CL5T3EF	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:15:29	156.43	153.12	187.77	172.41	173.26	81.55	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.19	74.16	75.36	74.29	72.31	1.07	1.97	2.69	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	153.996094	0.000000	0	1280	1024	23.646	217	99	32	204	0.537	10.672	195.870	4952.407	568.725	438.283	675.427	1682.434	9	
DCVPC01CL5T3FC	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:15:46	165.58	149.84	190.59	171.44	160.75	78.62	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.16	72.72	75.10	73.27	70.16	0.94	3.99	2.65	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	150.180990	0.000000	0	1280	1024	26.353	224	94	39	182	0.174	20.934	181.086	4423.458	426.369	328.691	518.131	1273.191	8	
DCVPC01CL5T3EK	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:16:01	169.83	171.78	195.92	181.96	188.96	86.69	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.77	72.67	76.67	73.64	72.53	3.03	1.11	2.65	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	173.308594	0.000000	0	1280	1024	22.044	215	102	39	177	0.172	24.081	179.375	5013.791	400.453	302.311	486.191	1188.955	9	
DCVPC01CL5T3FH	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:16:17	171.66	158.33	193.57	180.13	171.19	81.79	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.93	71.52	76.58	73.52	71.18	2.65	2.75	2.69	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	159.751302	0.000000	0	1280	1024	23.474	221	99	28	212	0.693	7.330	202.676	5709.193	395.908	299.545	497.533	1192.986	7	
DCVPC01CL5T3EQ	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:16:35	169.29	158.86	189.72	176.45	170.46	83.73	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.92	71.83	76.45	73.42	71.34	2.53	2.58	2.65	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	159.994792	0.000000	0	1280	1024	22.908	219	104	39	177	0.154	27.619	182.605	4799.661	394.405	304.286	496.816	1195.506	7	
DCVPC01CL5T3EV	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:16:49	167.81	164.05	188.32	173.34	172.11	87.11	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.81	72.98	75.23	73.92	74.10	0.42	1.83	2.62	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	164.437500	0.000000	0	1280	1024	22.456	220	103	39	182	0.168	22.169	181.676	4975.244	389.864	295.859	471.591	1157.314	9	
DCVPC01CL5T3FN	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:17:05	159.45	157.21	188.54	173.47	177.65	83.39	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.96	73.50	74.94	73.53	72.39	-0.02	2.57	2.56	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	151.683594	0.000000	0	1280	1024	22.283	216	107	39	180	0.193	21.067	179.348	5103.061	547.783	427.316	680.906	1656.005	8	
DCVPC01CL5T3FS	X--X-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:17:23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.75	73.64	74.97	74.30	72.52	0.67	1.78	2.67	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	0.000000	0.000000	0	1280	1024	22.283	216	107	39	180	0.193	21.067	179.348	5103.061	547.783	427.316	680.906	1656.005	8	
DCVPC01CL5T3FS	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:17:37	170.13	163.30	191.44	177.21	174.88	85.30	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.11	72.69	72.22	73.66	71.74	-1.44	1.92	2.46	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	165.579427	0.000000	0	1280	1024	22.261	218	103	39	180	0.164	22.443	181.206	5027.840	389.458	296.519	486.545	1172.522	8	
DCVPC01CL5T3FY	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:17:52	158.64	160.56	189.84	176.14	184.14	83.57	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.40	73.84	74.61	74.32	73.29	0.21	1.10	2.42	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.975260	0.000000	0	1280	1024	22.987	219	107	39	182	0.170	25.704	180.706	4725.477	402.541	313.816	511.711	1228.067	9	
DCVPC01CL5T3GJ	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:18:08	154.62	155.08	186.11	170.44	176.20	83.08	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.44	74.29	74.35	74.01	73.54	0.06	0.85	2.64	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.225260	0.000000	0	1280	1024	22.720	214	102	39	176	0.181	28.080	178.070	4721.782	552.420	431.159	678.773	1662.353	8	
DCVPC01CL5T3F1	X--X-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:18:23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.61	71.66	74.08	72.08	70.67	-1.53	4.94	2.56	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	0.000000	0.000000	0	1280	1024	22.720	214	102	39	176	0.181	28.080	178.070	4721.782	552.420	431.159	678.773	1662.353	8	
DCVPC01CL5T3F1	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:18:46	156.64	147.14	187.28	177.19	173.10	78.56	0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.70	72.83	73.59	71.91	68.56	-2.11	7.14	2.60	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	140.352865	0.000000	0	1280	1024	23.127	220	103	39	180	0.188	24.737	180.688	4778.518	564.069	434.902	661.130	1660.100	10	
DCVPC01CL5T3GE	X--X-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:19:04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.45	73.83	74.53	74.10	73.10	0.43	0.99	2.62	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	0.000000	0.000000	0	1280	1024	23.127	220	103	39	180	0.188	24.737	180.688	4778.518	564.069	434.902	661.130	1660.100	10	
DCVPC01CL5T3GE	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:19:18	159.82	153.77	186.78	172.79	171.75	82.33	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.65	73.27	74.24	73.17	71.89	0.58	1.76	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	155.164063	0.000000	0	1280	1024	22.371	219	102	39	176	0.175	24.676	180.705	4838.597	557.939	428.498	682.591	1669.028	8	
DCVPC01CL5T3D2	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:19:33	157.09	170.77	186.46	161.15	174.15	84.25	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.81	71.90	76.30	73.36	73.79	2.51	1.88	2.77	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	167.739583	0.000000	0	1280	1024	22.535	219	106	39	180	0.206	23.482	179.870	4951.312	539.616	412.861	658.488	1610.964	10	
DCVPC01CL5T3DD	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:19:52	162.36	180.09	189.32	165.28	182.48	85.76	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.16	72.34	72.82	73.91	72.95	-1.09	1.56	2.50	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	180.121094	0.000000	0	1280	1024	22.267	214	103	39	176	0.185	24.097	182.433	5136.777	540.675	409.395	622.383	1572.453	10	
DCVPC01CL5T3D7	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:20:13	160.26	180.44	191.55	163.67	185.23	83.66	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.33	73.80	75.46	73.09	74.46	1.00	1.37	2.67	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	179.591146	0.000000	0	1280	1024	23.598	218	102	25	212	0.586	7.909	201.296	5183.458	382.095	287.680	468.114	1137.889	11	
DCVPC01CL5T3DO	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:20:31	157.01	173.45	190.24	160.83	177.06	82.53	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.68	72.58	75.23	73.72	73.92	1.31	1.33	2.66	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	168.079427	0.000000	0	1280	1024	24.951	221	105	28	212	0.642	6.677	202.484	5923.352	402.148	306.406	484.372	1192.927	8	
DCVPC01CL5T3DI	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:20:47	158.54	160.80	183.62	161.45	166.15	86.34	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.80	72.18	75.35	71.25	74.62	0.72	3.38	2.61	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.559896	0.000000	0	1280	1024	22.083	216	105	39	179	0.160	22.293	180.681	5119.790	543.073	424.072	685.652	1652.797	9	
DCVPC01CL5T3DZ	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:21:03	164.97	174.12	189.60	166.99	176.27	87.01	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.09	72.85	74.67	72.26	73.31	1.35	2.22	2.58	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	172.096354	0.000000	0	1280	1024	22.099	216	105	39	180	0.191	23.279	181.372	5050.136	529.255	403.612	628.630	1561.497	8	
DCVPC01CL5T3DT	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:21:19	154.98	168.99	188.10	161.17	173.98	82.39	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.87	72.62	75.80	72.88	73.73	2.07	1.11	2.73	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.817708	0.000000	0	1280	1024	22.943	219	108	39	179	0.152	24.014	181.678	4939.527	541.444	414.225	648.152	1603.820	8	
DCVPC01CL5T3CX	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:21:35	167.66	179.06	194.69	171.61	182.71	86.12	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.24	73.68	75.26	74.12	73.94	1.03	0.55	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	177.481771	0.000000	0	1280	1024	22.579	218	106	24	212	0.533	7.882	200.746	5080.610	382.475	286.375	474.836	1143.686	8	
DCVPC01CL5T3U1	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:21:51	173.31	171.29	188.91	171.99	170.65	90.33	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.21	73.93	74.52	73.87	73.85	-0.69	1.37	2.57	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	172.670573	0.000000	0	1280	1024	22.011	216	105	24	212	0.797	6.079	201.120	6296.420	362.014	278.091	460.602	1100.706	10	
DCVPC01CL5T3X0	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:25:13	166.73	170.28	188.66	168.90	173.05	88.37	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.48	73.96	73.82	73.47	72.77	-0.66	1.71	2.53	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	169.804688	0.000000	0	1280	1024	21.626	215	102	39	180	0.188	21.685	179.896	5186.105	526.517	401.481	642.636	1570.634	7	
DCVPC01CL5T3TG	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:25:29	157.07	163.44	190.38	164.45	172.60	82.50	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.15	71.86	74.34	75.19	72.90	-0.85	3.33	2.58	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	157.817708	0.000000	0	1280	1024	24.908	220	105	39	176	0.163	21.782	178.821	4567.601	563.758	436.548	664.909	1665.216	8	
DCVPC01CL5T2JN	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:25:46	171.93	153.46	198.23	186.46	173.99	77.41	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.54	70.72	75.91	72.80	71.80	3.11	2.08	2.55	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.503906	0.000000	0	1280	1024	25.446	221	104	39	196	0.178	-1.#IO	207.369	-1.#IO	446.933	342.292	531.102	1320.327	12	
DCVPC01CL5T2JH	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:26:08	168.47	149.70	187.90	184.05	168.08	79.67	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.40	73.35	74.99	72.41	72.47	-0.41	2.98	2.64	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.080729	0.000000	0	1280	1024	23.453	220	96	39	177	0.149	26.013	182.308	4751.827	425.067	331.534	532.431	1289.033	10	
DCVPC01CL5T2IB	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	01:26:27	173.10	156.01	191.86	183.63	171.06	81.31	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.31	71.45	75.12	74.00	70.56	0.81	3.75	2.54	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.252604	0.000000	0	1280	1024	23.425	220	103	26	212	0.608	7.713	201.998	5311.297	412.838	312.964	506.970	1232.772	10	
