S/No	FFDD	Date	Time	Version	Station	Fixture	PC	MIC	L_FREQ	R_FREQ	L_dB	R_dB	L_Noise	R_Noise	CycleTime	
DDPJB01855T33O	OOOOOO	20131210	03:38:28	2012.10.22	000	000	000	2	1001	1001	-28.77	-27.44	103.22	119.67	12	
DDPJB01855T32A	OOOOOO	20131210	03:38:41	2012.10.22	000	000	000	2	1001	1001	-31.23	-27.92	56.20	84.53	12	
DDPJB01855T324	OOOOOO	20131210	03:38:55	2012.10.22	000	000	000	2	1001	1001	-35.81	-25.78	59.30	155.82	11	
DDPJB01855T344	OOOXOO	20131210	03:39:07	2012.10.22	000	000	000	2	1001	1001	-36.77	-37.30	39.05	34.67	12	
DDPJB01855T325	OOOOOO	20131210	03:39:20	2012.10.22	000	000	000	2	1001	1001	-26.08	-29.54	109.45	77.52	11	
DDPJB01855T344	OOOOOO	20131210	03:39:33	2012.10.22	000	000	000	2	1001	1001	-26.25	-29.26	150.18	97.21	7	
DDPJB01855T32G	OOOOOO	20131210	03:39:41	2012.10.22	000	000	000	2	1001	1001	-26.31	-29.21	159.15	104.91	7	
DDPJB01855T34A	OOOOOO	20131210	03:39:49	2012.10.22	000	000	000	2	1001	1001	-35.46	-30.71	46.30	74.75	11	
DDPJB01855T34F	OOOOOO	20131210	03:40:02	2012.10.22	000	000	000	2	1001	1001	-28.26	-30.34	104.82	101.83	12	
DDPJB01855T34V	OOOOOO	20131210	03:40:15	2012.10.22	000	000	000	2	1001	1001	-28.44	-30.62	96.72	79.98	6	
DDPJB01855T356	OOOOOO	20131210	03:40:23	2012.10.22	000	000	000	2	1001	1001	-27.39	-27.72	126.98	120.83	14	
DDPJB01855T351	OOOOOO	20131210	03:40:38	2012.10.22	000	000	000	2	1001	1001	-27.46	-28.25	130.63	116.02	7	
DDPJB01855T337	OOOOOO	20131210	03:40:46	2012.10.22	000	000	000	2	1001	1001	-31.18	-35.30	83.44	58.12	14	
DDPJB01855T34K	OOOOOO	20131210	03:41:02	2012.10.22	000	000	000	2	1001	1001	-35.27	-31.38	62.58	65.95	13	
DDPJB01855T6QV	OOOOOO	20131210	03:41:42	2012.10.22	000	000	000	2	1001	1001	-30.18	-28.79	101.10	104.77	11	
DDPJB01855T6RB	OOOOOO	20131210	03:41:54	2012.10.22	000	000	000	2	1001	1001	-30.11	-28.52	98.97	116.79	6	
DDPJB01855T6RG	OOOOOO	20131210	03:42:01	2012.10.22	000	000	000	2	1001	1001	-31.44	-29.52	72.71	86.97	12	
DDPJB01855T6QQ	OOOOOO	20131210	03:42:14	2012.10.22	000	000	000	2	1001	1001	-36.51	-32.62	60.63	94.75	12	
DDPJB01855T6QK	OOOOOO	20131210	03:42:28	2012.10.22	000	000	000	2	1001	1001	-30.04	-29.16	86.27	97.19	13	
DDPJB01855T6QA	OOOOOO	20131210	03:42:42	2012.10.22	000	000	000	2	1001	1001	-30.11	-29.07	84.60	88.65	6	
DDPJB01855T6KR	OOOOOO	20131210	03:42:50	2012.10.22	000	000	000	2	1001	1001	-26.21	-29.03	125.92	114.65	12	
DDPJB01855T6RY	OOOOOO	20131210	03:43:03	2012.10.22	000	000	000	2	1001	1001	-26.24	-29.12	129.76	141.13	6	
DDPJB01855T6S3	OOOOOO	20131210	03:43:10	2012.10.22	000	000	000	2	1001	1001	-31.29	-28.50	66.38	84.75	13	
DDPJB01855T6RH	OOOOOO	20131210	03:43:24	2012.10.22	000	000	000	2	1001	1001	-30.84	-27.40	73.05	96.46	14	
DDPJB01855T6KL	OOOOOO	20131210	03:43:39	2012.10.22	000	000	000	2	1001	1001	-34.97	-33.35	36.84	51.32	13	
DDPJB01855T6KX	OOOOOO	20131210	03:43:53	2012.10.22	000	000	000	2	1001	1001	-36.06	-28.98	231.64	195.20	14	
DDPJB01855T6E7	OOXOOO	20131210	03:44:09	2012.10.22	000	000	000	2	1001	1001	-37.09	-29.12	45.10	101.89	8	
DDPJB01855T6R6	OOOOOO	20131210	03:44:18	2012.10.22	000	000	000	2	1001	1001	-29.70	-25.06	87.73	143.74	12	
DDPJB01855T6E7	OOOOOO	20131210	03:44:32	2012.10.22	000	000	000	2	1001	1001	-30.02	-31.13	79.72	72.97	13	
DDPJB01855T6KX	OOXOOO	20131210	03:44:46	2012.10.22	000	000	000	2	1001	1001	-37.62	-29.95	27.18	56.69	13	
DDPJB01855T6R1	OOOOOO	20131210	03:45:00	2012.10.22	000	000	000	2	1001	1001	-29.70	-29.41	120.03	115.68	12	
DDPJB01855T6KX	OOOOOO	20131210	03:45:14	2012.10.22	000	000	000	2	1001	1001	-29.63	-28.93	118.38	158.10	7	
DDPJB01855T6R5	OOOOOO	20131210	03:45:22	2012.10.22	000	000	000	2	1001	1001	-29.71	-29.17	206.30	283.20	7	
DDPJB01855T6AD	OOOOOO	20131210	03:45:30	2012.10.22	000	000	000	2	1001	1001	-28.06	-30.33	104.80	68.45	11	
DDPJB01855T64L	OOOOOO	20131210	03:45:42	2012.10.22	000	000	000	2	1001	1001	-32.16	-31.17	63.94	88.55	12	
DDPJB01855T6A1	OOOOOO	20131210	03:45:55	2012.10.22	000	000	000	2	1001	1001	-32.49	-34.27	58.66	40.96	14	
DDPJB01855T6A7	OOOOOO	20131210	03:46:10	2012.10.22	000	000	000	2	1001	1001	-26.58	-28.30	121.73	90.69	13	
DDPJB01855T6A2	OOOOOO	20131210	03:46:24	2012.10.22	000	000	000	2	1001	1001	-32.40	-26.66	51.08	116.28	12	
DDPJB01855T6QU	OOOOOO	20131210	03:46:37	2012.10.22	000	000	000	2	1001	1001	-33.20	-27.56	62.97	100.86	13	
DDPJB01855T6RC	OOOOOO	20131210	03:46:51	2012.10.22	000	000	000	2	1001	1001	-29.35	-31.77	276.95	202.78	14	
DDPJB01855T6RN	OOOOOO	20131210	03:47:07	2012.10.22	000	000	000	2	1001	1001	-36.24	-30.56	49.42	76.82	12	
DDPJB01855T6R0	OOOOOO	20131210	03:47:20	2012.10.22	000	000	000	2	1001	1001	-33.69	-24.48	67.94	190.27	15	
DDPJB01855T6RS	OOXOOO	20131210	03:47:37	2012.10.22	000	000	000	2	1001	1001	-42.51	-28.71	56.83	91.99	13	
DDPJB01855T1HJ	OOOOOO	20131210	03:47:51	2012.10.22	000	000	000	2	1001	1001	-29.36	-28.47	103.73	110.67	12	
DDPJB01855T6RS	OOXOOO	20131210	03:48:04	2012.10.22	000	000	000	2	1001	1001	-43.70	-27.49	19.11	115.36	17	
DDPJB01855T6DX	OOOOOO	20131210	03:48:22	2012.10.22	000	000	000	2	1001	1001	-31.21	-28.37	70.31	87.87	12	
DDPJB01855T6RS	OOXOOO	20131210	03:48:35	2012.10.22	000	000	000	2	1001	1001	-44.87	-23.77	21.66	189.26	13	
DDPJB01855T6GE	OOOOOO	20131210	03:48:51	2012.10.22	000	000	000	2	1001	1001	-32.75	-33.87	72.90	73.16	12	
DDPJB01855T6GJ	OOOOOO	20131210	03:49:04	2012.10.22	000	000	000	2	1001	1001	-31.85	-31.99	76.84	80.67	12	
DDPJB01855T6HK	OOOOOO	20131210	03:49:17	2012.10.22	000	000	000	2	1001	1001	-28.96	-29.43	112.34	101.48	13	
DDPJB01855T6HB	XXXXOO	20131210	03:49:32	2012.10.22	000	000	000	2	0	0	0.00	-96.33	0.68	0.64	19	
DDPJB01855TD9E	OOOXOO	20131210	03:49:53	2012.10.22	000	000	000	2	1001	1001	-30.97	-37.14	108.94	59.38	11	
DDPJB01855TCJN	OOOOOO	20131210	03:50:05	2012.10.22	000	000	000	2	1001	1001	-27.45	-32.97	121.72	60.05	13	
DDPJB01855T33G	OOOOOO	20131210	03:50:20	2012.10.22	000	000	000	2	1001	1001	-31.67	-30.46	92.00	93.80	14	
DDPJB01855T6Q7	OOOOOO	20131210	03:50:36	2012.10.22	000	000	000	2	1001	1001	-30.17	-26.49	78.56	122.66	12	
DDPJB01855T690	OOOOOO	20131210	03:50:49	2012.10.22	000	000	000	2	1001	1001	-25.93	-28.84	126.69	75.87	12	
DDPJB01855T6G2	OOOXOO	20131210	03:51:03	2012.10.22	000	000	000	2	1001	1001	-33.33	-40.80	43.73	20.84	13	
DDPJB01855T1IX	OOOOOO	20131210	03:51:20	2012.10.22	000	000	000	2	1001	1001	-35.38	-29.80	40.40	74.79	11	
DDPJB01855T6G2	OOOXOO	20131210	03:51:33	2012.10.22	000	000	000	2	1001	1001	-32.53	-41.23	70.63	32.87	11	
DDPJB01855TDDU	OOOOOO	20131210	03:51:46	2012.10.22	000	000	000	2	1001	1001	-29.84	-35.23	53.07	35.82	13	
DDPJB01855T6Q6	OOOOOO	20131210	03:52:01	2012.10.22	000	000	000	2	1001	1001	-27.34	-36.39	100.08	64.01	13	
DDPJB01855TD9E	OOOOOO	20131210	03:52:19	2012.10.22	000	000	000	2	1001	1001	-32.34	-35.90	60.71	68.80	12	
DDPJB01855T6G2	OOOOOO	20131210	03:52:33	2012.10.22	000	000	000	2	1001	1001	-32.72	-35.97	66.71	54.26	12	
DDPJB01855T6HB	OOOOOO	20131210	03:52:55	2012.10.22	000	000	000	2	1001	1001	-27.40	-30.86	136.68	127.32	13	
DDPJB01855T6AI	OOOOOO	20131210	03:53:12	2012.10.22	000	000	000	2	1001	1001	-31.76	-29.86	79.47	99.46	14	
DDPJB01855T6AT	OOOOOO	20131210	03:53:27	2012.10.22	000	000	000	2	1001	1001	-28.23	-24.43	81.29	128.23	12	
DDPJB01855T65T	OOOOOO	20131210	03:53:41	2012.10.22	000	000	000	2	1001	1001	-34.02	-28.25	101.30	161.65	13	
DDPJB01855T65O	OOOOOO	20131210	03:53:55	2012.10.22	000	000	000	2	1001	1001	-34.80	-35.16	42.40	53.21	6	
DDPJB01855T1GH	OOOXOO	20131210	03:54:04	2012.10.22	000	000	000	2	1001	1001	-36.57	-37.98	180.48	103.87	12	
DDPJB01855T1GL	OOOOOO	20131210	03:54:18	2012.10.22	000	000	000	2	1001	1001	-34.77	-29.77	47.29	96.64	13	
DDPJB01855T1GH	OOOOOO	20131210	03:54:35	2012.10.22	000	000	000	2	1001	1001	-35.13	-34.08	39.52	38.58	13	
DDPJB01855T1GY	OOOOOO	20131210	03:54:52	2012.10.22	000	000	000	2	1001	1001	-34.80	-26.14	42.75	116.73	13	
DDPJB01855T1GS	OOOOOO	20131210	03:55:07	2012.10.22	000	000	000	2	1001	1001	-36.57	-32.36	99.17	116.84	12	
DDPJB01855T6GP	OOOOOO	20131210	03:55:20	2012.10.22	000	000	000	2	1001	1001	-35.12	-28.28	50.00	113.51	12	
DDPJB01855T6ET	OOOOOO	20131210	03:55:33	2012.10.22	000	000	000	2	1001	1001	-30.78	-27.51	69.47	91.97	12	
DDPJB01855T6EO	OOOOOO	20131210	03:55:47	2012.10.22	000	000	000	2	1001	1001	-31.25	-33.81	153.81	181.39	11	
DDPJB01855T6DL	OOOOOO	20131210	03:56:00	2012.10.22	000	000	000	2	1001	1001	-32.90	-30.04	59.88	96.10	13	
DDPJB01855T6DR	OOOOOO	20131210	03:56:14	2012.10.22	000	000	000	2	1001	1001	-31.75	-27.29	61.58	104.60	11	
DDPJB01855T6E2	OOOOOO	20131210	03:56:27	2012.10.22	000	000	000	2	1001	1001	-35.15	-27.02	62.03	150.62	13	
DDPJB01855T65D	OOOOOO	20131210	03:57:05	2012.10.22	000	000	000	2	1001	1001	-27.96	-28.74	122.25	113.05	13	
DDPJB01855T652	OOOOOO	20131210	03:57:20	2012.10.22	000	000	000	2	1001	1001	-30.80	-23.01	70.97	182.57	14	
DDPJB01855T65I	OOOOOO	20131210	03:57:35	2012.10.22	000	000	000	2	1001	1001	-26.51	-28.00	121.06	102.84	12	
DDPJB01855T657	OOOOOO	20131210	03:57:48	2012.10.22	000	000	000	2	1001	1001	-35.86	-28.53	60.19	89.44	12	
DDPJB01855T63U	OOOOOO	20131210	03:58:01	2012.10.22	000	000	000	2	1001	1001	-31.66	-30.15	63.88	65.56	15	
DDPJB01855T6AO	OOOOOO	20131210	03:58:23	2012.10.22	000	000	000	2	1001	1001	-29.28	-29.83	107.26	101.79	12	
DDPJB01855T645	OOOOOO	20131210	03:58:37	2012.10.22	000	000	000	2	1001	1001	-26.25	-28.46	151.27	125.22	13	
DDPJB01855T63J	OOOOOO	20131210	03:58:55	2012.10.22	000	000	000	2	1001	1001	-27.70	-33.91	111.50	43.44	12	
DDPJB01855T63P	OOOOOO	20131210	03:59:08	2012.10.22	000	000	000	2	1001	1001	-32.54	-33.95	62.59	74.87	12	
DDPJB01855T640	OOOOOO	20131210	03:59:21	2012.10.22	000	000	000	2	1001	1001	-27.82	-29.48	124.17	116.81	13	
DDPJB01855T64R	OOOOOO	20131210	03:59:36	2012.10.22	000	000	000	2	1001	1001	-28.98	-31.17	102.08	81.99	12	
DDPJB01855T64X	OOOOOO	20131210	03:59:49	2012.10.22	000	000	000	2	1001	1001	-27.25	-29.03	72.47	64.50	-3587	
DDPJB01855T63E	OOOOOO	20131210	04:00:03	2012.10.22	000	000	000	2	1001	1001	-33.90	-33.60	50.88	52.12	12	
DDPJB01855TDD7	OOOOOO	20131210	04:00:18	2012.10.22	000	000	000	2	1001	1001	-33.63	-30.02	51.16	78.69	13	
DDPJB01855T64G	OOOOOO	20131210	04:00:32	2012.10.22	000	000	000	2	1001	1001	-26.62	-28.29	158.35	113.28	16	
DDPJB01855TDD2	OOOOOO	20131210	04:00:49	2012.10.22	000	000	000	2	1001	1001	-26.86	-28.57	134.04	104.73	6	
DDPJB01855TDDI	OOOOOO	20131210	04:00:57	2012.10.22	000	000	000	2	1001	1001	-26.81	-28.75	153.26	113.63	7	
DDPJB01855TDDD	OOOOOO	20131210	04:01:05	2012.10.22	000	000	000	2	1001	1001	-31.62	-30.67	64.80	79.99	11	
DDPJB01855T639	OOXOOO	20131210	04:01:17	2012.10.22	000	000	000	2	1001	1001	-38.15	-27.88	27.35	88.59	12	
DDPJB01855TDDT	OOOOOO	20131210	04:01:31	2012.10.22	000	000	000	2	1001	1001	-31.87	-32.36	54.10	45.82	13	
DDPJB01855T639	OOXOOO	20131210	04:01:45	2012.10.22	000	000	000	2	1001	1001	-37.03	-25.11	36.37	88.17	12	
DDPJB01855T65L	OOOOOO	20131210	04:01:59	2012.10.22	000	000	000	2	1001	1001	-28.99	-27.03	185.34	159.83	14	
DDPJB01855TDDO	OOOOOO	20131210	04:02:16	2012.10.22	000	000	000	2	1001	1001	-35.13	-35.42	99.99	87.26	13	
DDPJB01855T64B	OOOOOO	20131210	04:02:30	2012.10.22	000	000	000	2	1001	1001	-31.37	-28.64	126.56	145.13	13	
DDPJB01855T650	OOOOOO	20131210	04:02:45	2012.10.22	000	000	000	2	1001	1001	-36.04	-31.72	65.80	103.07	13	
DDPJB01855T655	OOOOOO	20131210	04:02:59	2012.10.22	000	000	000	2	1001	1001	-30.71	-31.85	223.06	87.29	13	
DDPJB01855T65B	OOOOOO	20131210	04:03:14	2012.10.22	000	000	000	2	1001	1001	-36.43	-32.20	49.81	69.84	13	
DDPJB01855T636	OOOOOO	20131210	04:03:29	2012.10.22	000	000	000	2	1001	1001	-33.94	-31.25	62.04	78.45	12	
DDPJB01855T64U	OOOOOO	20131210	04:03:42	2012.10.22	000	000	000	2	1001	1001	-28.04	-34.65	123.37	79.75	14	
DDPJB01855T64P	OOOOOO	20131210	04:03:59	2012.10.22	000	000	000	2	1001	1001	-28.73	-31.97	124.21	143.06	13	
DDPJB01855TDCX	OOOOOO	20131210	04:04:13	2012.10.22	000	000	000	2	1001	1001	-30.62	-31.47	118.24	82.44	11	
DDPJB01855TDCR	OOOOOO	20131210	04:04:25	2012.10.22	000	000	000	2	1001	1001	-33.42	-36.51	91.73	69.59	13	
DDPJB01855T65G	OOOXOO	20131210	04:04:39	2012.10.22	000	000	000	2	1001	1001	-32.86	-40.38	46.03	53.47	13	
DDPJB01855T639	OOXOOO	20131210	04:05:00	2012.10.22	000	000	000	2	1001	1001	-37.69	-24.75	36.12	145.94	11	
DDPJB01855T65G	OOOOOO	20131210	04:05:13	2012.10.22	000	000	000	2	1001	1001	-31.38	-33.77	121.07	103.84	15	
DDPJB01855T639	OOXOOO	20131210	04:05:30	2012.10.22	000	000	000	2	1001	1001	-38.40	-26.11	58.51	165.71	13	
DDPJB01855T6RS	OOXOOO	20131210	04:05:46	2012.10.22	000	000	000	2	1001	1001	-41.67	-24.35	70.70	179.32	13	
DDPJB01855T9VY	OOOOOO	20131210	04:06:23	2012.10.22	000	000	000	2	1001	1001	-27.27	-30.93	135.00	84.65	11	
DDPJB01855T9Y7	OOOOOO	20131210	04:06:36	2012.10.22	000	000	000	2	1001	1001	-33.43	-32.16	218.98	188.49	13	
DDPJB01855T9Y2	OOOOOO	20131210	04:06:50	2012.10.22	000	000	000	2	1001	1001	-29.48	-32.46	83.22	52.67	13	
DDPJB01855T1FS	OOXOOO	20131210	04:07:04	2012.10.22	000	000	000	2	1001	1001	-39.37	-33.30	46.51	68.87	11	
DDPJB01855T1FY	OOOOOO	20131210	04:07:16	2012.10.22	000	000	000	2	1001	1001	-30.39	-26.42	72.63	117.10	12	
DDPJB01855T1FS	OOOOOO	20131210	04:07:31	2012.10.22	000	000	000	2	1001	1001	-27.05	-25.12	136.14	91.39	12	
DDPJB01855T1G9	OOOOOO	20131210	04:07:46	2012.10.22	000	000	000	2	1001	1001	-28.36	-25.78	113.81	86.38	12	
DDPJB01855T1G3	OOOOOO	20131210	04:08:00	2012.10.22	000	000	000	2	1001	1001	-26.07	-28.05	118.54	112.21	13	
DDPJB01855T1GE	OOOOOO	20131210	04:08:17	2012.10.22	000	000	000	2	1001	1001	-26.47	-30.61	148.17	118.44	12	
DDPJB01855T1GU	OOOOOO	20131210	04:08:30	2012.10.22	000	000	000	2	1001	1001	-26.80	-29.57	105.94	73.54	13	
DDPJB01855T1GJ	OOOOOO	20131210	04:08:45	2012.10.22	000	000	000	2	1001	1001	-34.93	-24.63	102.45	124.65	12	
DDPJB01855T1H0	OOOOOO	20131210	04:08:59	2012.10.22	000	000	000	2	1001	1001	-23.77	-27.46	219.03	238.91	11	
DDPJB01855T1FG	OOOOOO	20131210	04:09:12	2012.10.22	000	000	000	2	1001	1001	-25.11	-30.39	96.36	72.84	11	
DDPJB01855T1FB	OOOOOO	20131210	04:09:26	2012.10.22	000	000	000	2	1001	1001	-27.91	-30.80	127.77	103.85	7	
DDPJB01855T1F5	OOOOOO	20131210	04:09:41	2012.10.22	000	000	000	2	1001	1001	-27.87	-30.33	87.53	64.63	7	
DDPJB01855T1F0	OOOOOO	20131210	04:09:49	2012.10.22	000	000	000	2	1001	1001	-28.08	-31.01	90.30	62.94	6	
DDPJB01855T1G7	OOOOOO	20131210	04:09:56	2012.10.22	000	000	000	2	1001	1001	-28.04	-31.16	84.58	71.80	6	
DDPJB01855T1G2	OOOOOO	20131210	04:10:05	2012.10.22	000	000	000	2	1001	1001	-28.19	-31.60	130.66	84.32	7	
DDPJB01855T1FX	OOOOOO	20131210	04:10:14	2012.10.22	000	000	000	2	1001	1001	-28.34	-31.60	82.15	55.15	6	
DDPJB01855T1FL	OOOOOO	20131210	04:10:21	2012.10.22	000	000	000	2	1001	1001	-28.26	-31.66	125.90	100.47	7	
DDPJB01855T1H5	OOOOOO	20131210	04:10:29	2012.10.22	000	000	000	2	1001	1001	-28.31	-31.51	99.06	86.73	7	
DDPJB01855T63Y	OOOOOO	20131210	04:10:37	2012.10.22	000	000	000	2	1001	1001	-34.99	-36.63	40.79	45.26	12	
DDPJB01855T64J	OOOOOO	20131210	04:10:51	2012.10.22	000	000	000	2	1001	1001	-34.55	-28.26	94.77	98.86	12	
DDPJB01855T63H	OOOOOO	20131210	04:11:04	2012.10.22	000	000	000	2	1001	1001	-33.47	-35.52	182.87	80.17	12	
DDPJB01855T63C	OOOOOO	20131210	04:11:18	2012.10.22	000	000	000	2	1001	1001	-26.86	-35.38	81.40	42.39	11	
DDPJB01855T65X	OOOOOO	20131210	04:11:30	2012.10.22	000	000	000	2	1001	1001	-26.94	-35.29	133.83	41.96	6	
DDPJB01855T63S	OOOOOO	20131210	04:11:38	2012.10.22	000	000	000	2	1001	1001	-26.95	-35.26	117.19	46.41	6	
DDPJB01855T64E	OOOOOO	20131210	04:11:45	2012.10.22	000	000	000	2	1001	1001	-27.06	-35.75	153.06	88.68	6	
DDPJB01855T643	OOOOOX	20131210	04:11:52	2012.10.22	000	000	000	2	1001	1001	-29.19	-26.61	342.69	701.47	13	
DDPJB01855T649	OOOOOO	20131210	04:12:06	2012.10.22	000	000	000	2	1001	1001	-27.24	-33.71	98.23	76.37	12	
DDPJB01855T643	OOOOOO	20131210	04:12:20	2012.10.22	000	000	000	2	1001	1001	-31.15	-32.16	63.29	53.26	7	
DDPJB01855T63N	OOOOOO	20131210	04:12:28	2012.10.22	000	000	000	2	1001	1001	-31.00	-31.91	78.82	106.57	7	
DDPJB01855T630	OOOOOO	20131210	04:12:36	2012.10.22	000	000	000	2	1001	1001	-31.68	-29.44	56.46	66.64	13	
DDPJB01855T62U	OOOOOO	20131210	04:12:50	2012.10.22	000	000	000	2	1001	1001	-31.76	-28.93	77.14	89.40	6	
DDPJB01855T62P	OOOOOO	20131210	04:12:57	2012.10.22	000	000	000	2	1001	1001	-31.19	-27.67	82.50	130.01	12	
DDPJB01855T64O	OOOOOO	20131210	04:13:10	2012.10.22	000	000	000	2	1001	1001	-28.34	-28.23	80.32	87.16	13	
DDPJB01855T64I	OOOOOO	20131210	04:13:24	2012.10.22	000	000	000	2	1001	1001	-33.76	-34.02	100.02	75.88	13	
DDPJB01855T635	OOOOOO	20131210	04:13:43	2012.10.22	000	000	000	2	1001	1001	-33.93	-34.43	80.82	93.37	7	
DDPJB01855T63B	OOOOOO	20131210	04:13:50	2012.10.22	000	000	000	2	1001	1001	-27.56	-25.91	103.91	121.64	12	
DDPJB01855T63G	OOOOOO	20131210	04:14:03	2012.10.22	000	000	000	2	1001	1001	-32.73	-27.77	116.30	154.51	11	
DDPJB01855T63L	OOOOOO	20131210	04:14:15	2012.10.22	000	000	000	2	1001	1001	-33.36	-25.56	66.28	134.38	12	
DDPJB01855T65R	OOOOOO	20131210	04:14:29	2012.10.22	000	000	000	2	1001	1001	-32.65	-31.00	83.19	93.65	11	
DDPJB01855T65K	OOOXOO	20131210	04:14:42	2012.10.22	000	000	000	2	1001	1001	-32.42	-37.08	80.31	64.73	11	
DDPJB01855T65F	OOOOOO	20131210	04:14:54	2012.10.22	000	000	000	2	1001	1001	-28.42	-30.98	80.52	77.65	10	
DDPJB01855T65K	OOOOOO	20131210	04:15:06	2012.10.22	000	000	000	2	1001	1001	-29.29	-31.08	94.48	77.38	6	
DDPJB01855T65Q	OOOOOO	20131210	04:15:17	2012.10.22	000	000	000	2	1001	1001	-29.28	-25.60	112.33	172.12	14	
DDPJB01855T65A	OOOOOO	20131210	04:15:33	2012.10.22	000	000	000	2	1001	1001	-31.03	-26.81	62.90	104.62	13	
DDPJB01855T654	OOOOOO	20131210	04:15:48	2012.10.22	000	000	000	2	1001	1001	-29.66	-26.21	122.69	149.74	13	
DDPJB01855T63R	OOOOOO	20131210	04:16:02	2012.10.22	000	000	000	2	1001	1001	-34.92	-26.62	57.78	93.11	14	
DDPJB01855T63X	OOOOOO	20131210	04:16:17	2012.10.22	000	000	000	2	1001	1001	-30.86	-26.12	74.59	138.94	13	
DDPJB01855T642	OOOOOO	20131210	04:16:31	2012.10.22	000	000	000	2	1001	1001	-34.10	-26.34	57.86	115.13	13	
DDPJB01855T647	OOOOOX	20131210	04:16:45	2012.10.22	000	000	000	2	1001	1001	-31.19	-35.01	327.07	377.48	13	
DDPJB01855T64D	OOOOOO	20131210	04:16:59	2012.10.22	000	000	000	2	1001	1001	-33.08	-36.50	56.04	53.67	11	
DDPJB01855T647	OOOOOO	20131210	04:17:11	2012.10.22	000	000	000	2	1001	1001	-27.98	-30.47	134.12	127.09	14	
DDPJB01855T9QX	OOOOOO	20131210	04:17:53	2012.10.22	000	000	000	2	1001	1001	-29.06	-31.64	99.38	78.74	9	
DDPJB01855T9R6	OOOOOO	20131210	04:18:04	2012.10.22	000	000	000	2	1001	1001	-29.10	-31.73	157.09	238.91	6	
DDPJB01855T9SR	OOOOOO	20131210	04:18:11	2012.10.22	000	000	000	2	1001	1001	-29.26	-31.79	67.70	64.45	7	
DDPJB01855T9RH	OOOOOO	20131210	04:18:22	2012.10.22	000	000	000	2	1001	1001	-29.14	-31.76	123.33	106.40	6	
DDPJB01855T9RC	OOOOOO	20131210	04:18:29	2012.10.22	000	000	000	2	1001	1001	-29.20	-31.80	104.75	78.85	6	
DDPJB01855T9SA	OOOOOO	20131210	04:18:36	2012.10.22	000	000	000	2	1001	1001	-29.25	-31.93	79.45	67.21	6	
DDPJB01855T9RS	OOOOOO	20131210	04:18:44	2012.10.22	000	000	000	2	1001	1001	-28.95	-31.60	117.13	86.56	7	
DDPJB01855T9RY	OOOOOO	20131210	04:18:52	2012.10.22	000	000	000	2	1001	1001	-36.10	-32.13	71.00	59.31	13	
DDPJB01855T9RN	OOOOOO	20131210	04:19:07	2012.10.22	000	000	000	2	1001	1001	-35.94	-32.26	52.95	82.61	6	
DDPJB01855T32U	OOOOOO	20131210	04:19:14	2012.10.22	000	000	000	2	1001	1001	-36.16	-32.30	44.12	62.44	6	
DDPJB01855T9SL	OOOOOO	20131210	04:19:22	2012.10.22	000	000	000	2	1001	1001	-36.32	-32.39	56.36	65.43	6	
DDPJB01855T1FN	OOOOOO	20131210	04:19:30	2012.10.22	000	000	000	2	1001	1001	-35.15	-31.84	64.85	79.56	7	
DDPJB01855T334	OOOOOO	20131210	04:19:38	2012.10.22	000	000	000	2	1001	1001	-36.03	-32.12	33.70	64.22	6	
DDPJB01855T33K	OOOOOO	20131210	04:19:45	2012.10.22	000	000	000	2	1001	1001	-36.18	-32.23	95.34	120.32	7	
DDPJB01855T33F	OOOOOO	20131210	04:19:59	2012.10.22	000	000	000	2	1001	1001	-36.22	-35.40	44.25	31.22	11	
DDPJB01855T9VV	OOOOOO	20131210	04:20:12	2012.10.22	000	000	000	2	1001	1001	-36.43	-35.81	72.50	62.34	6	
DDPJB01855T1FH	OOOOOO	20131210	04:20:19	2012.10.22	000	000	000	2	1001	1001	-35.98	-34.57	48.99	51.35	6	
DDPJB01855T1GP	OOOOOO	20131210	04:20:28	2012.10.22	000	000	000	2	1001	1001	-36.04	-35.30	36.44	38.88	6	
DDPJB01855T9US	OOOOOO	20131210	04:20:35	2012.10.22	000	000	000	2	1001	1001	-31.29	-35.21	87.73	83.38	12	
DDPJB01855T9R1	OOOOOO	20131210	04:20:48	2012.10.22	000	000	000	2	1001	1001	-26.26	-32.16	135.52	74.69	13	
DDPJB01855T66E	OOXXOO	20131210	04:21:02	2012.10.22	000	000	000	2	1001	1001	-30.21	-30.26	79.74	64.89	11	
DDPJB01855T669	OOOOOO	20131210	04:21:14	2012.10.22	000	000	000	2	1001	1001	-25.09	-30.26	198.57	87.63	13	
DDPJB01855T66E	OOOOOO	20131210	04:21:28	2012.10.22	000	000	000	2	1001	1001	-32.99	-31.53	71.42	83.78	6	
DDPJB01855T663	OOOOOO	20131210	04:21:35	2012.10.22	000	000	000	2	1001	1001	-33.10	-31.76	59.03	67.25	7	
DDPJB01855T661	OOOOOO	20131210	04:21:46	2012.10.22	000	000	000	2	1001	1001	-33.02	-31.47	90.70	89.85	7	
DDPJB01855T6A0	OOOOOO	20131210	04:21:55	2012.10.22	000	000	000	2	1001	1001	-32.10	-30.73	92.14	110.20	6	
DDPJB01855T62O	OOOOOO	20131210	04:22:02	2012.10.22	000	000	000	2	1001	1001	-27.68	-34.36	86.32	43.13	12	
