SENSOR_ID	RUSPCBTHOFANLMKDX	Module_Number	PCB_Number	Lens_ID	Project	Version	Station	Workstation	Test_Time	Color_Calibration_Result	Total_Single_Defect_Pixel	Total_Couple_Defect_Pixel	Total_Tri_Defect_Pixel	Very_Hot_Defect	Hot_Defect	Bright_Defect	Dark_Defect	Darklevel_Cluster_Duplets	Midlevel_Cluster_Duplets	Darklevel_Cluster_Multiple	Midlevel_Cluster_Multiple	target_level[2300K]_R	target_level[2300K]_GinR	target_level[2300K]_GinB	target_level[2300K]_B	R/G_Color_Ratio_2300K	B/G_Color_Ratio_2300K	target_level[2800K]_R	target_level[2800K]_GinR	target_level[2800K]_GinB	target_level[2800K]_B	R/G_Color_Ratio_2800K	B/G_Color_Ratio_2800K	target_level[4100K]_R	target_level[4100K]_GinR	target_level[4100K]_GinB	target_level[4100K]_B	R/G_Color_Ratio_4100K	B/G_Color_Ratio_4100K	target_level[6500K]_R	target_level[6500K]_GinR	target_level[6500K]_GinB	target_level[6500K]_B	R/G_Color_Ratio_6500K	B/G_Color_Ratio_6500K	R/G_Color_Ratio_TL_2300K	R/G_Color_Ratio_TR_2300K	R/G_Color_Ratio_BL_2300K	R/G_Color_Ratio_BR_2300K	B/G_Color_Ratio_TL_2300K	B/G_Color_Ratio_TR_2300K	B/G_Color_Ratio_BL_2300K	B/G_Color_Ratio_BR_2300K	R/G_Color_Ratio_TL_2800K	R/G_Color_Ratio_TR_2800K	R/G_Color_Ratio_BL_2800K	R/G_Color_Ratio_BR_2800K	B/G_Color_Ratio_TL_2800K	B/G_Color_Ratio_TR_2800K	B/G_Color_Ratio_BL_2800K	B/G_Color_Ratio_BR_2800K	R/G_Color_Ratio_TL_4100K	R/G_Color_Ratio_TR_4100K	R/G_Color_Ratio_BL_4100K	R/G_Color_Ratio_BR_4100K	B/G_Color_Ratio_TL_4100K	B/G_Color_Ratio_TR_4100K	B/G_Color_Ratio_BL_4100K	B/G_Color_Ratio_BR_4100K	R/G_Color_Ratio_TL_6500K	R/G_Color_Ratio_TR_6500K	R/G_Color_Ratio_BL_6500K	R/G_Color_Ratio_BR_6500K	B/G_Color_Ratio_TL_6500K	B/G_Color_Ratio_TR_6500K	B/G_Color_Ratio_BL_6500K	B/G_Color_Ratio_BR_6500K	Color_Uniformity_2300K	Color_Uniformity_2800K	Color_Uniformity_4100K	Color_Uniformity_6500K	Lens_shading_2300K	Lens_shading_2300K_TL	Lens_shading_2300K_TR	Lens_shading_2300K_BL	Lens_shading_2300K_BR	Lens_shading_2800K	Lens_shading_2800K_TL	Lens_shading_2800K_TR	Lens_shading_2800K_BL	Lens_shading_2800K_BR	Lens_shading_4100K	Lens_shading_4100K_TL	Lens_shading_4100K_TR	Lens_shading_4100K_BL	Lens_shading_4100K_BR	Lens_shading_6500K	Lens_shading_6500K_TL	Lens_shading_6500K_TR	Lens_shading_6500K_BL	Lens_shading_6500K_BR	
524b79f2726a002c	-----------------0	L1310200160	0	C31A0179	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:59:16	OK	16	0	0	1	6	7	2	0	0	0	0	2974.000000	2333.000000	2366.000000	672.000000	1.265801	0.286018	3145.000000	2902.000000	2946.000000	972.000000	1.075581	0.332421	2283.000000	3223.000000	3280.000000	1083.000000	0.702137	0.333077	1749.000000	2515.000000	2571.000000	1611.000000	0.687770	0.633504	0.818811	0.821752	0.825451	0.826006	1.196009	1.166541	1.187339	1.146667	0.837936	0.840203	0.843904	0.842967	1.170240	1.139155	1.160478	1.121942	0.960457	0.957063	0.962373	0.956657	1.177257	1.148778	1.169697	1.133843	0.919093	0.913526	0.918127	0.915331	1.106753	1.079654	1.097725	1.076663	7.223119	5.585690	2.705463	8.803133	0.523261	0.529766	0.527573	0.523261	0.523282	0.529912	0.537587	0.534422	0.530623	0.529912	0.563517	0.575201	0.568327	0.566787	0.563517	0.563614	0.572474	0.571063	0.563614	0.566286	
1257fef42a2c87fe	-----------------0	L1310200098	0	C31A0174	FM30FF-368H-1	047	CC	L001-01	03/24/2013/15:01:35	OK	19	0	0	0	3	8	8	0	0	0	0	2886.000000	2210.000000	2228.000000	683.000000	1.300586	0.307796	3052.000000	2742.000000	2767.000000	975.000000	1.108005	0.353966	2240.000000	3047.000000	3077.000000	1081.000000	0.731548	0.353037	1705.000000	2370.000000	2402.000000	1563.000000	0.714585	0.655071	0.826673	0.855005	0.820677	0.845362	1.149949	1.185992	1.121448	1.137354	0.843681	0.874699	0.838050	0.861664	1.119637	1.158012	1.096119	1.114757	0.952367	0.993300	0.948213	0.971636	1.124633	1.170396	1.102846	1.124698	0.916814	0.952088	0.917357	0.934166	1.056685	1.088190	1.050292	1.068432	7.888957	6.795843	6.829994	7.895119	0.529040	0.538579	0.529040	0.537711	0.534739	0.534894	0.544413	0.534894	0.544721	0.540885	0.568457	0.579456	0.568457	0.581080	0.575619	0.569977	0.574665	0.569977	0.577796	0.577244	
624b6e780ee13f0f	-----------------0	L1310200105	0	C31A0181	FM30FF-368H-1	047	CC	L001-01	03/24/2013/15:03:44	OK	26	0	0	1	4	10	11	0	0	0	0	2893.000000	2175.000000	2195.000000	637.000000	1.324027	0.291533	3061.000000	2717.000000	2748.000000	922.000000	1.120220	0.337420	2224.000000	3040.000000	3075.000000	1034.000000	0.727392	0.338185	1681.000000	2335.000000	2372.000000	1499.000000	0.714255	0.636924	0.839874	0.842674	0.833719	0.838888	1.206996	1.182535	1.191691	1.156652	0.860972	0.863639	0.855055	0.858504	1.176841	1.156779	1.167535	1.136266	0.980734	0.988740	0.979861	0.980893	1.181828	1.168384	1.175677	1.145918	0.942367	0.945702	0.944459	0.945541	1.106035	1.094342	1.109219	1.090606	6.463324	4.692903	2.484952	8.928510	0.531623	0.534509	0.540033	0.531623	0.539711	0.538788	0.539997	0.546564	0.538788	0.546977	0.572638	0.572638	0.580130	0.573086	0.581519	0.570640	0.570640	0.583565	0.573214	0.586401	
3243835b3a159bd7	-----------------0	L1310200129	0	C31A0181	FM30FF-368H-1	047	CC	L001-01	03/24/2013/15:06:31	OK	21	0	0	0	0	10	11	0	0	0	0	2939.000000	2247.000000	2264.000000	657.000000	1.303037	0.291288	3111.000000	2806.000000	2833.000000	952.000000	1.103387	0.337649	2254.000000	3121.000000	3159.000000	1065.000000	0.717834	0.339172	1732.000000	2436.000000	2472.000000	1582.000000	0.705786	0.644662	0.822012	0.849108	0.824091	0.844687	1.175684	1.180588	1.178704	1.180038	0.843423	0.870359	0.843833	0.863842	1.140739	1.151757	1.149388	1.153000	0.961203	0.995681	0.964236	0.986659	1.145043	1.164001	1.160657	1.166302	0.933322	0.956207	0.926464	0.944152	1.073206	1.090076	1.091433	1.097424	8.326232	6.595773	5.822618	7.553329	0.521435	0.537752	0.535553	0.521435	0.521469	0.528142	0.544075	0.542025	0.528231	0.528142	0.562155	0.577820	0.575618	0.562270	0.562155	0.560865	0.575979	0.578762	0.560865	0.565732	
724a20883dfc3381	-----------------0	L1310200118	0	C31A0177	FM30FF-368H-1	047	CC	L001-01	03/24/2013/15:08:50	OK	25	0	0	0	2	11	12	0	0	0	0	2582.000000	2169.000000	2183.000000	610.000000	1.186581	0.280331	2763.000000	2720.000000	2744.000000	902.000000	1.011347	0.330161	2181.000000	3101.000000	3132.000000	1047.000000	0.699824	0.335954	1581.000000	2360.000000	2389.000000	1518.000000	0.665824	0.639292	0.836159	0.857097	0.815904	0.844151	1.204623	1.187373	1.191128	1.160834	0.857311	0.878788	0.836863	0.863242	1.163758	1.151120	1.153616	1.129731	0.972375	0.992246	0.962403	0.976572	1.162646	1.153366	1.157386	1.133041	0.941262	0.965366	0.924913	0.946507	1.082411	1.079019	1.085553	1.076004	7.299253	5.800558	2.453651	8.328908	0.530997	0.542803	0.547160	0.530997	0.546556	0.537552	0.547719	0.551523	0.537552	0.552134	0.571889	0.577591	0.578792	0.571889	0.582082	0.570066	0.577092	0.583551	0.570066	0.585933	
625ee8f06aa203d2	-----------------0	L1310200158	0	C31A0180	FM30FF-368H-1	047	CC	L001-01	03/24/2013/15:11:11	OK	19	0	0	0	4	8	7	0	0	0	0	3094.000000	2387.000000	2414.000000	682.000000	1.288898	0.284107	3259.000000	2962.000000	3002.000000	987.000000	1.092891	0.330986	2323.000000	3292.000000	3350.000000	1104.000000	0.699488	0.332430	1767.000000	2519.000000	2574.000000	1611.000000	0.693894	0.632633	0.828560	0.832703	0.823068	0.826373	1.190361	1.168538	1.178058	1.134368	0.847543	0.851368	0.841005	0.843458	1.166927	1.141160	1.152614	1.112605	0.967845	0.970143	0.962433	0.959019	1.169872	1.148926	1.157611	1.119688	0.929335	0.926859	0.918119	0.915459	1.106860	1.078614	1.089765	1.065233	9.326719	7.465181	2.732944	8.653396	0.523504	0.527844	0.525842	0.523504	0.529551	0.531165	0.534834	0.531743	0.531165	0.536234	0.565211	0.571608	0.565211	0.568483	0.571245	0.564671	0.568531	0.566720	0.564671	0.572303	
724ea56fd95d7cb3	-----------------0	L1310200094	0	C31A0180	FM30FF-368H-1	047	CC	L001-01	03/24/2013/15:13:28	OK	29	0	0	1	3	11	14	0	0	0	0	2908.000000	2253.000000	2282.000000	679.000000	1.282470	0.299449	3071.000000	2792.000000	2834.000000	978.000000	1.091717	0.347672	2301.000000	3134.000000	3184.000000	1110.000000	0.728395	0.351377	1712.000000	2400.000000	2445.000000	1606.000000	0.706708	0.662951	0.808673	0.864136	0.809540	0.855650	1.133564	1.205786	1.124180	1.175015	0.827233	0.884693	0.827605	0.873702	1.101124	1.173407	1.096822	1.148528	0.933311	1.002672	0.935772	0.985747	1.100839	1.182775	1.100245	1.158329	0.904823	0.961332	0.907852	0.946967	1.037680	1.097745	1.044939	1.091219	7.642071	6.440265	6.931628	9.672538	0.530488	0.546335	0.530488	0.541868	0.533375	0.535525	0.552197	0.535525	0.548708	0.539798	0.567228	0.587713	0.567228	0.584105	0.571891	0.569984	0.583635	0.569984	0.581566	0.575786	
625276034f2c1c7f	-----------------0	L1310200064	0	C31A0176	FM30FF-368H-1	047	CC	L001-01	03/24/2013/15:17:23	OK	28	0	0	3	6	14	5	0	0	0	0	3055.000000	2415.000000	2445.000000	732.000000	1.257202	0.301235	3174.000000	2928.000000	2967.000000	1028.000000	1.076845	0.348770	2357.000000	3276.000000	3315.000000	1158.000000	0.715218	0.351388	1749.000000	2483.000000	2525.000000	1661.000000	0.698482	0.663339	0.814641	0.823653	0.832118	0.834178	1.172134	1.170755	1.159116	1.139392	0.831231	0.841628	0.849183	0.850007	1.145116	1.144014	1.133465	1.115656	0.941890	0.961619	0.962503	0.962166	1.151827	1.152612	1.143896	1.124704	0.905636	0.922249	0.923324	0.919326	1.083887	1.078718	1.081074	1.067397	7.916262	6.573451	4.700695	8.161441	0.515221	0.521817	0.533549	0.515221	0.529802	0.521722	0.528863	0.541498	0.521722	0.536479	0.554888	0.563448	0.577371	0.554888	0.570678	0.553146	0.561521	0.580548	0.553146	0.572431	
6247c8be2700232a	-----------------0	L1310200087	0	C31A0181	FM30FF-368H-1	047	CC	L001-01	03/24/2013/15:19:39	OK	11	0	0	1	2	4	4	0	0	0	0	2996.000000	2350.000000	2378.000000	674.000000	1.267343	0.285110	3180.000000	2934.000000	2975.000000	987.000000	1.076324	0.334067	2361.000000	3291.000000	3340.000000	1111.000000	0.712110	0.335093	1801.000000	2570.000000	2615.000000	1689.000000	0.694696	0.651495	0.822466	0.844836	0.828256	0.837570	1.162922	1.200883	1.159395	1.179977	0.839043	0.863085	0.844762	0.855207	1.128803	1.170489	1.131870	1.153771	0.941750	0.981441	0.952161	0.971855	1.138860	1.188030	1.143164	1.166003	0.905734	0.937604	0.916803	0.937402	1.069258	1.103735	1.082690	1.094899	5.877993	4.854905	3.678445	9.248310	0.522781	0.522781	0.524779	0.524213	0.530823	0.527685	0.527685	0.530785	0.530283	0.537804	0.558698	0.558698	0.562822	0.562729	0.572047	0.555799	0.555799	0.566146	0.560077	0.576265	
e243b2b09a40cb4a	-----------------0	L1310200131	0	C31A0180	FM30FF-368H-1	047	CC	L001-01	03/24/2013/15:22:14	OK	30	0	0	2	0	9	19	0	0	0	0	3031.000000	2241.000000	2265.000000	691.000000	1.345317	0.306702	3171.000000	2770.000000	2800.000000	980.000000	1.138600	0.351885	2220.000000	3041.000000	3082.000000	1074.000000	0.725135	0.350808	1712.000000	2348.000000	2387.000000	1545.000000	0.723126	0.652587	0.842156	0.846310	0.839922	0.849679	1.165775	1.175701	1.140529	1.148021	0.860701	0.867026	0.859086	0.868200	1.139334	1.149630	1.118873	1.129685	0.974637	0.993659	0.971981	0.985935	1.148542	1.164860	1.126491	1.143568	0.936217	0.947252	0.943469	0.946427	1.082205	1.085708	1.071663	1.087051	6.592792	5.071837	3.298613	8.152279	0.526233	0.539439	0.526233	0.539267	0.534709	0.532766	0.545751	0.532766	0.546295	0.541452	0.568813	0.581523	0.568813	0.581583	0.576794	0.568765	0.576491	0.568765	0.578933	0.578857	
d24364f3d7954a60	-----------------0	L1310200104	0	C31A0173	FM30FF-368H-1	047	CC	L001-01	03/24/2013/15:24:23	OK	26	0	0	2	3	13	8	0	0	0	0	2763.000000	2249.000000	2273.000000	666.000000	1.222026	0.294560	2957.000000	2812.000000	2847.000000	975.000000	1.045061	0.344584	2275.000000	3158.000000	3202.000000	1115.000000	0.715409	0.350629	1668.000000	2405.000000	2449.000000	1613.000000	0.687268	0.664607	0.804700	0.841958	0.817342	0.846365	1.152056	1.185516	1.161733	1.178177	0.823489	0.861828	0.834371	0.863931	1.119996	1.154269	1.131355	1.147997	0.931282	0.976106	0.941229	0.972821	1.117749	1.157670	1.133809	1.150395	0.907378	0.942793	0.908376	0.935900	1.052836	1.082761	1.066935	1.078330	6.690810	5.867976	2.344214	9.726266	0.525099	0.530687	0.525099	0.528762	0.525734	0.530716	0.536926	0.530716	0.535165	0.531537	0.561281	0.569396	0.561281	0.567038	0.561864	0.565864	0.568731	0.565864	0.566534	0.566314	







