SENSOR_ID	RUSPCBTHOFANLMKDX	Module_Number	PCB_Number	Lens_ID	Project	Version	Station	Workstation	Test_Time	Color_Calibration_Result	Total_Single_Defect_Pixel	Total_Couple_Defect_Pixel	Total_Tri_Defect_Pixel	Very_Hot_Defect	Hot_Defect	Bright_Defect	Dark_Defect	Darklevel_Cluster_Duplets	Midlevel_Cluster_Duplets	Darklevel_Cluster_Multiple	Midlevel_Cluster_Multiple	target_level[2300K]_R	target_level[2300K]_GinR	target_level[2300K]_GinB	target_level[2300K]_B	R/G_Color_Ratio_2300K	B/G_Color_Ratio_2300K	target_level[2800K]_R	target_level[2800K]_GinR	target_level[2800K]_GinB	target_level[2800K]_B	R/G_Color_Ratio_2800K	B/G_Color_Ratio_2800K	target_level[4100K]_R	target_level[4100K]_GinR	target_level[4100K]_GinB	target_level[4100K]_B	R/G_Color_Ratio_4100K	B/G_Color_Ratio_4100K	target_level[6500K]_R	target_level[6500K]_GinR	target_level[6500K]_GinB	target_level[6500K]_B	R/G_Color_Ratio_6500K	B/G_Color_Ratio_6500K	R/G_Color_Ratio_TL_2300K	R/G_Color_Ratio_TR_2300K	R/G_Color_Ratio_BL_2300K	R/G_Color_Ratio_BR_2300K	B/G_Color_Ratio_TL_2300K	B/G_Color_Ratio_TR_2300K	B/G_Color_Ratio_BL_2300K	B/G_Color_Ratio_BR_2300K	R/G_Color_Ratio_TL_2800K	R/G_Color_Ratio_TR_2800K	R/G_Color_Ratio_BL_2800K	R/G_Color_Ratio_BR_2800K	B/G_Color_Ratio_TL_2800K	B/G_Color_Ratio_TR_2800K	B/G_Color_Ratio_BL_2800K	B/G_Color_Ratio_BR_2800K	R/G_Color_Ratio_TL_4100K	R/G_Color_Ratio_TR_4100K	R/G_Color_Ratio_BL_4100K	R/G_Color_Ratio_BR_4100K	B/G_Color_Ratio_TL_4100K	B/G_Color_Ratio_TR_4100K	B/G_Color_Ratio_BL_4100K	B/G_Color_Ratio_BR_4100K	R/G_Color_Ratio_TL_6500K	R/G_Color_Ratio_TR_6500K	R/G_Color_Ratio_BL_6500K	R/G_Color_Ratio_BR_6500K	B/G_Color_Ratio_TL_6500K	B/G_Color_Ratio_TR_6500K	B/G_Color_Ratio_BL_6500K	B/G_Color_Ratio_BR_6500K	Color_Uniformity_2300K	Color_Uniformity_2800K	Color_Uniformity_4100K	Color_Uniformity_6500K	Lens_shading_2300K	Lens_shading_2300K_TL	Lens_shading_2300K_TR	Lens_shading_2300K_BL	Lens_shading_2300K_BR	Lens_shading_2800K	Lens_shading_2800K_TL	Lens_shading_2800K_TR	Lens_shading_2800K_BL	Lens_shading_2800K_BR	Lens_shading_4100K	Lens_shading_4100K_TL	Lens_shading_4100K_TR	Lens_shading_4100K_BL	Lens_shading_4100K_BR	Lens_shading_6500K	Lens_shading_6500K_TL	Lens_shading_6500K_TR	Lens_shading_6500K_BL	Lens_shading_6500K_BR	
c24eca58a4e122e8	-----------------0	L1310200085	0	C31A0181	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:06:26	OK	15	0	0	0	2	9	4	0	0	0	0	2813.000000	2275.000000	2304.000000	657.000000	1.228653	0.286962	3003.000000	2848.000000	2882.000000	956.000000	1.048168	0.333682	2278.000000	3185.000000	3230.000000	1065.000000	0.710210	0.332034	1632.000000	2360.000000	2406.000000	1493.000000	0.684851	0.626521	0.820928	0.845088	0.826934	0.836209	1.151478	1.184647	1.157128	1.167317	0.838227	0.863483	0.844741	0.854667	1.117776	1.155236	1.129312	1.142006	0.942355	0.980110	0.953706	0.969192	1.123991	1.166554	1.138165	1.147730	0.906708	0.937923	0.919035	0.936226	1.056395	1.089863	1.080206	1.084614	7.509181	6.210297	5.144588	10.264715	0.528997	0.532370	0.544763	0.528997	0.539852	0.534781	0.537564	0.550979	0.534781	0.546678	0.568211	0.570502	0.584779	0.568211	0.581254	0.566220	0.567262	0.586824	0.566220	0.584428	
b25e59a25515155f	-----------------0	L1310200036	0	C31A0172	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:08:30	OK	24	0	0	3	3	10	8	0	0	0	0	2978.000000	2378.000000	2406.000000	702.000000	1.244983	0.293478	3165.000000	2966.000000	3012.000000	1023.000000	1.058883	0.342255	2334.000000	3292.000000	3344.000000	1148.000000	0.703436	0.345992	1704.000000	2461.000000	2512.000000	1627.000000	0.685301	0.654333	0.815725	0.824284	0.836560	0.831125	1.184942	1.150088	1.183630	1.135945	0.834772	0.842976	0.854298	0.848823	1.158130	1.119309	1.155180	1.109133	0.951440	0.959094	0.968567	0.961639	1.159281	1.122508	1.160017	1.112916	0.915311	0.918699	0.929569	0.923139	1.096416	1.055533	1.096069	1.058863	10.042564	8.998781	5.543758	8.200059	0.520819	0.530610	0.545295	0.520819	0.539355	0.527097	0.538020	0.552378	0.527097	0.546208	0.561089	0.575192	0.588202	0.561089	0.580328	0.559239	0.573933	0.588375	0.559239	0.581108	
f25bf915e282837e	-----------------0	L1310200082	0	C31A0179	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:10:33	OK	21	0	0	0	3	15	3	0	0	0	0	2879.000000	2308.000000	2333.000000	662.000000	1.240681	0.285283	3078.000000	2893.000000	2936.000000	973.000000	1.056099	0.333848	2338.000000	3245.000000	3296.000000	1090.000000	0.714875	0.333282	1709.000000	2459.000000	2508.000000	1594.000000	0.688142	0.641836	0.825839	0.845753	0.829093	0.835212	1.145463	1.186127	1.166649	1.189269	0.841563	0.863584	0.846326	0.854623	1.110862	1.155769	1.137015	1.160996	0.938622	0.978139	0.952059	0.971562	1.116805	1.169126	1.146028	1.170399	0.904248	0.935145	0.918107	0.937563	1.049311	1.089143	1.082911	1.098130	9.514172	8.485511	8.042209	5.312720	0.515074	0.543412	0.538347	0.520605	0.515074	0.521546	0.547810	0.544362	0.525678	0.521546	0.554701	0.579448	0.577416	0.557227	0.554701	0.556185	0.576181	0.579947	0.556185	0.559211	
725b050b65758dce	-----------------0	L1310200097	0	C31A0174	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:12:46	OK	13	0	0	0	1	10	2	0	0	0	0	2976.000000	2349.000000	2378.000000	717.000000	1.259150	0.303364	3166.000000	2925.000000	2964.000000	1041.000000	1.075225	0.353540	2389.000000	3264.000000	3311.000000	1166.000000	0.726692	0.354677	1766.000000	2486.000000	2530.000000	1688.000000	0.704147	0.673046	0.802868	0.830082	0.823402	0.842514	1.132497	1.165289	1.167393	1.171167	0.820288	0.849680	0.840359	0.859215	1.105590	1.138909	1.137154	1.141923	0.922555	0.969181	0.945828	0.969897	1.110221	1.148571	1.149583	1.155432	0.895764	0.927418	0.911283	0.926932	1.055456	1.079881	1.075864	1.076746	6.669327	6.033546	2.461841	8.728409	0.509863	0.533082	0.535818	0.509863	0.518309	0.515952	0.539611	0.543508	0.515952	0.525320	0.547876	0.574100	0.579567	0.547876	0.557375	0.546977	0.572457	0.581434	0.546977	0.560924	
424b84d34a3809b3	-----------------0	L1310200084	0	C31A0181	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:15:01	OK	13	0	0	0	2	6	5	0	0	0	0	3024.000000	2337.000000	2368.000000	664.000000	1.285441	0.282253	3202.000000	2910.000000	2949.000000	970.000000	1.093019	0.331115	2371.000000	3263.000000	3308.000000	1086.000000	0.721656	0.330543	1759.000000	2482.000000	2526.000000	1605.000000	0.702476	0.640974	0.824621	0.833810	0.831451	0.834907	1.167931	1.169683	1.175553	1.165554	0.842001	0.852021	0.850046	0.852994	1.129215	1.139178	1.143902	1.139102	0.950409	0.969806	0.963421	0.969326	1.135246	1.150253	1.152729	1.146986	0.913400	0.930645	0.926051	0.935947	1.057849	1.076050	1.085026	1.087309	6.513385	5.107067	2.034374	9.152871	0.523700	0.543875	0.547365	0.523700	0.531309	0.529483	0.549185	0.554690	0.529483	0.538685	0.562422	0.582586	0.590491	0.562422	0.573964	0.558855	0.578132	0.591852	0.558855	0.575824	
a25f2ce5cfb1adb8	-----------------0	L1310200130	0	C31A0180	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:17:03	OK	26	0	0	0	3	14	9	0	0	0	0	2848.000000	2224.000000	2248.000000	670.000000	1.273703	0.299642	3030.000000	2783.000000	2816.000000	977.000000	1.082336	0.348991	2255.000000	3106.000000	3146.000000	1099.000000	0.721369	0.351567	1642.000000	2325.000000	2364.000000	1558.000000	0.700363	0.664534	0.817269	0.850029	0.823194	0.843118	1.171815	1.200818	1.159056	1.158109	0.837752	0.871967	0.845158	0.862207	1.138978	1.171751	1.133140	1.134715	0.951519	0.994038	0.962266	0.976215	1.142436	1.181351	1.137942	1.144363	0.919926	0.955553	0.937716	0.941875	1.066724	1.098374	1.076487	1.085656	9.677924	8.326675	7.700527	7.511767	0.523361	0.533652	0.526236	0.525725	0.523361	0.529517	0.539896	0.532342	0.532259	0.529517	0.562415	0.575360	0.565818	0.566845	0.562415	0.566631	0.573044	0.569457	0.566778	0.566631	
6257e3f6d77e4b09	-----------------0	L1310200058	0	C31A0176	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:19:19	OK	12	0	0	0	2	6	4	0	0	0	0	3112.000000	2396.000000	2427.000000	748.000000	1.290483	0.310180	3291.000000	2975.000000	3018.000000	1074.000000	1.098281	0.358418	2400.000000	3301.000000	3351.000000	1190.000000	0.721587	0.357787	1766.000000	2466.000000	2516.000000	1662.000000	0.708952	0.667202	0.826087	0.845550	0.816411	0.827675	1.129745	1.158777	1.136122	1.149154	0.843915	0.864545	0.834896	0.846042	1.101597	1.132639	1.111732	1.126315	0.948657	0.981121	0.947896	0.964109	1.107750	1.147455	1.118801	1.137587	0.912766	0.938295	0.914514	0.927863	1.054888	1.082420	1.064437	1.078908	6.519633	5.454477	2.791830	9.627711	0.518648	0.525507	0.520999	0.518648	0.524500	0.526056	0.531248	0.527464	0.526056	0.532638	0.560747	0.565836	0.560747	0.562755	0.568838	0.560433	0.561694	0.563090	0.560433	0.572966	
8256cfeaa9cb1b02	-----------------0	L1310200039	0	C31A0176	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:21:36	OK	19	0	0	2	5	7	5	0	0	0	0	2876.000000	2318.000000	2347.000000	668.000000	1.233012	0.286388	3067.000000	2902.000000	2948.000000	978.000000	1.048547	0.334359	2287.000000	3253.000000	3308.000000	1106.000000	0.697150	0.337144	1689.000000	2475.000000	2527.000000	1600.000000	0.675330	0.639744	0.820251	0.819178	0.835889	0.823656	1.183139	1.163623	1.192659	1.149818	0.837207	0.835515	0.852975	0.839847	1.148075	1.133383	1.157364	1.123516	0.950173	0.949373	0.965926	0.952093	1.147371	1.139479	1.158102	1.130605	0.914946	0.908155	0.928320	0.913039	1.079726	1.076219	1.090069	1.082859	7.273672	5.884099	2.226071	7.680304	0.510297	0.526601	0.532924	0.510297	0.528108	0.515218	0.532776	0.540187	0.515218	0.534542	0.546945	0.567252	0.574262	0.546945	0.567304	0.545284	0.565859	0.578580	0.545284	0.571994	
e2469285bc831cb7	-----------------0	L1310200111	0	C31A0177	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:24:20	OK	23	0	0	0	4	10	9	0	0	0	0	2884.000000	2238.000000	2252.000000	639.000000	1.284633	0.284633	3049.000000	2787.000000	2814.000000	933.000000	1.088734	0.333155	2256.000000	3128.000000	3160.000000	1060.000000	0.717557	0.337150	1675.000000	2381.000000	2413.000000	1549.000000	0.698790	0.646224	0.838300	0.847191	0.839013	0.843429	1.196182	1.195637	1.190656	1.165486	0.860347	0.869484	0.860386	0.862822	1.155580	1.163501	1.155788	1.138537	0.983161	0.993809	0.985599	0.981440	1.161125	1.171448	1.166998	1.149323	0.948499	0.961185	0.949663	0.947882	1.079430	1.095402	1.091983	1.090769	9.447007	7.990821	7.830267	6.554086	0.517830	0.524527	0.535783	0.517830	0.532115	0.523475	0.529357	0.542126	0.523475	0.538684	0.556663	0.562072	0.574783	0.556663	0.571676	0.556014	0.559868	0.579145	0.556014	0.576019	
7243c705c21326f8	-----------------0	L1310200038	0	C31A0174	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:26:33	OK	23	0	0	0	5	9	9	0	0	0	0	3062.000000	2378.000000	2404.000000	680.000000	1.280636	0.284400	3243.000000	2964.000000	3008.000000	993.000000	1.086068	0.332552	2367.000000	3313.000000	3361.000000	1116.000000	0.709320	0.334432	1735.000000	2474.000000	2522.000000	1595.000000	0.694556	0.638511	0.823816	0.822892	0.824147	0.822619	1.198949	1.165085	1.185945	1.137312	0.842768	0.841123	0.842248	0.839187	1.167287	1.134335	1.154893	1.113092	0.964346	0.958218	0.961116	0.951812	1.171824	1.140522	1.160766	1.119007	0.929647	0.918015	0.919549	0.911614	1.104520	1.076576	1.093046	1.071634	7.478933	5.125163	3.709602	8.567184	0.518542	0.520027	0.521974	0.518542	0.529152	0.525607	0.527125	0.529067	0.525607	0.536456	0.560646	0.563129	0.563330	0.560646	0.570509	0.558558	0.561573	0.566323	0.558558	0.572833	
b24bde97183710b3	-----------------0	L1310200138	0	C31A0180	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:28:55	OK	21	0	0	0	1	8	12	0	0	0	0	2827.000000	2219.000000	2241.000000	676.000000	1.267713	0.303139	2998.000000	2767.000000	2801.000000	980.000000	1.076868	0.352011	2238.000000	3086.000000	3129.000000	1102.000000	0.720193	0.354626	1652.000000	2344.000000	2386.000000	1577.000000	0.698520	0.666808	0.841830	0.834937	0.835488	0.826786	1.193223	1.168477	1.173990	1.131819	0.861425	0.854119	0.855173	0.845618	1.159476	1.137589	1.146654	1.106736	0.974621	0.968936	0.970159	0.956444	1.165179	1.144859	1.152598	1.112088	0.938747	0.930598	0.940145	0.928222	1.089991	1.066890	1.090099	1.059128	5.830838	4.555277	2.620691	7.175283	0.517288	0.520558	0.533505	0.517288	0.535366	0.523633	0.525863	0.539832	0.523633	0.542534	0.556775	0.558636	0.572651	0.556775	0.575908	0.555940	0.555940	0.574955	0.555996	0.579665	
a24f87dfe8d5bfc1	-----------------0	L1310200080	0	C31A0176	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:31:04	OK	27	0	0	1	7	11	8	0	0	0	0	2893.000000	2327.000000	2361.000000	677.000000	1.234215	0.288823	3072.000000	2899.000000	2948.000000	984.000000	1.050795	0.336583	2286.000000	3245.000000	3298.000000	1112.000000	0.698762	0.339905	1684.000000	2459.000000	2513.000000	1602.000000	0.677393	0.644409	0.816647	0.826815	0.837182	0.830594	1.166362	1.163469	1.179444	1.148842	0.833167	0.844214	0.853611	0.847617	1.137558	1.132850	1.149454	1.122001	0.944604	0.958456	0.966671	0.961371	1.137531	1.137374	1.153183	1.128271	0.908820	0.917299	0.927003	0.922003	1.074909	1.069661	1.088478	1.074306	8.050372	6.522296	4.270183	8.878828	0.524461	0.535277	0.524461	0.525765	0.525662	0.530514	0.541764	0.530514	0.531815	0.531910	0.563586	0.577445	0.563586	0.565754	0.564570	0.563360	0.575592	0.566185	0.563360	0.567785	
224725874f3753e8	-----------------0	L1310200059	0	C31A0176	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:33:10	OK	17	0	0	1	3	6	7	0	0	0	0	2958.000000	2383.000000	2408.000000	703.000000	1.234815	0.293467	3142.000000	2966.000000	3009.000000	1026.000000	1.051715	0.343431	2365.000000	3325.000000	3371.000000	1162.000000	0.706392	0.347073	1711.000000	2482.000000	2522.000000	1639.000000	0.683853	0.655076	0.813332	0.838677	0.826821	0.845692	1.157725	1.189080	1.146006	1.172120	0.830864	0.857668	0.843941	0.861970	1.128690	1.159125	1.117151	1.146610	0.936392	0.973559	0.952529	0.973182	1.128505	1.163484	1.121017	1.153294	0.903712	0.938382	0.914916	0.931694	1.070691	1.093517	1.064615	1.095158	8.874961	6.859750	4.055042	9.447334	0.524800	0.531575	0.524800	0.526641	0.526975	0.531622	0.538057	0.531622	0.532720	0.533572	0.564010	0.572375	0.564010	0.565890	0.564675	0.562992	0.569837	0.568540	0.562992	0.568303	
924bce48f8204d6a	-----------------0	L1310200188	0	C31A0175	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:35:17	OK	10	0	0	0	4	4	2	0	0	0	0	3026.000000	2283.000000	2309.000000	662.000000	1.317944	0.288328	3200.000000	2843.000000	2885.000000	971.000000	1.117318	0.339036	2358.000000	3200.000000	3242.000000	1099.000000	0.732071	0.341198	1754.000000	2421.000000	2466.000000	1617.000000	0.717823	0.661756	0.806773	0.831649	0.815544	0.837219	1.154128	1.189646	1.159890	1.164335	0.825569	0.852759	0.833985	0.855198	1.122258	1.161330	1.132075	1.140846	0.935574	0.973944	0.947017	0.968424	1.126358	1.169899	1.139991	1.150664	0.900572	0.938146	0.908237	0.928518	1.058598	1.092448	1.076545	1.088580	7.639060	5.640104	2.732476	9.135178	0.513980	0.529806	0.534013	0.513980	0.525922	0.520151	0.536022	0.541292	0.520151	0.532647	0.553678	0.570799	0.576130	0.553678	0.565626	0.551927	0.567115	0.580436	0.551927	0.569959	
d257a2af07606919	-----------------0	L1310200013	0	C31A0173	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:37:19	OK	23	0	0	0	2	5	16	0	0	0	0	2962.000000	2284.000000	2307.000000	632.000000	1.290351	0.275321	3136.000000	2855.000000	2890.000000	934.000000	1.091732	0.325152	2289.000000	3218.000000	3257.000000	1067.000000	0.707027	0.329575	1699.000000	2423.000000	2457.000000	1577.000000	0.696311	0.646311	0.810675	0.823739	0.817657	0.823490	1.186055	1.172409	1.170685	1.139578	0.832383	0.844706	0.836915	0.841322	1.146876	1.138901	1.138205	1.111375	0.959502	0.974174	0.960314	0.961165	1.150545	1.150682	1.147175	1.123619	0.924565	0.929935	0.920419	0.917246	1.065292	1.067319	1.072796	1.060828	10.059401	8.846571	8.101049	4.478142	0.527633	0.536489	0.538143	0.527633	0.533397	0.534260	0.542636	0.544306	0.534260	0.539791	0.570070	0.579594	0.579609	0.570070	0.574386	0.568010	0.575944	0.581974	0.568010	0.577167	
d24a65bd734dab57	-----------------0	L1310200175	0	C31A0181	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:39:27	OK	18	0	0	2	0	8	8	0	0	0	0	2986.000000	2363.000000	2403.000000	709.000000	1.253042	0.297524	3185.000000	2956.000000	3005.000000	1033.000000	1.068613	0.346586	2367.000000	3302.000000	3361.000000	1159.000000	0.710491	0.347891	1754.000000	2506.000000	2560.000000	1660.000000	0.692460	0.655349	0.817835	0.832407	0.837439	0.834857	1.169873	1.152526	1.171325	1.129963	0.835120	0.849713	0.853506	0.850348	1.139112	1.125403	1.140292	1.105844	0.944313	0.961466	0.963629	0.955213	1.146784	1.138094	1.152111	1.118710	0.911786	0.921946	0.924281	0.914134	1.077787	1.071346	1.085878	1.064017	7.987088	6.352386	3.327897	8.016376	0.515668	0.524080	0.535967	0.515668	0.534646	0.521464	0.530515	0.542601	0.521464	0.540753	0.553392	0.564799	0.575964	0.553392	0.572940	0.551991	0.563971	0.579944	0.551991	0.575847	
a2476deabd5b2f59	-----------------0	L1310200092	0	C31A0181	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:41:33	OK	18	0	0	0	7	6	5	0	0	0	0	2875.000000	2212.000000	2233.000000	662.000000	1.293588	0.297863	3041.000000	2750.000000	2786.000000	958.000000	1.098627	0.346098	2254.000000	3082.000000	3120.000000	1082.000000	0.726862	0.348920	1682.000000	2349.000000	2384.000000	1563.000000	0.710754	0.660469	0.810643	0.860409	0.810958	0.851878	1.144912	1.204347	1.134529	1.177985	0.830780	0.882290	0.830508	0.871355	1.112383	1.174869	1.106415	1.152844	0.941726	1.004652	0.943626	0.988240	1.111573	1.183943	1.111578	1.161918	0.916216	0.964529	0.913633	0.949241	1.045445	1.102348	1.049949	1.093313	6.692246	5.632985	3.702756	11.376300	0.528846	0.544528	0.528876	0.537906	0.528846	0.534675	0.550721	0.534675	0.544762	0.535130	0.567590	0.585901	0.567590	0.580110	0.568554	0.570859	0.583142	0.570859	0.578533	0.573039	
42579d7a07ffe829	-----------------0	L1310200106	0	C31A0181	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:43:47	OK	17	0	0	0	2	7	8	0	0	0	0	2763.000000	2180.000000	2201.000000	627.000000	1.261356	0.286236	2939.000000	2732.000000	2760.000000	920.000000	1.070284	0.335033	2202.000000	3072.000000	3104.000000	1051.000000	0.713083	0.340350	1655.000000	2381.000000	2413.000000	1563.000000	0.690446	0.652065	0.839777	0.843672	0.832121	0.836218	1.217220	1.198841	1.204568	1.172391	0.861449	0.866043	0.854521	0.857326	1.181076	1.167038	1.173515	1.146639	0.980665	0.990730	0.978030	0.979404	1.182485	1.173906	1.178627	1.152784	0.946366	0.951335	0.946122	0.946785	1.102679	1.094158	1.105549	1.091827	6.278048	4.399441	2.656077	7.021903	0.522522	0.528966	0.534278	0.522522	0.533993	0.528838	0.534064	0.540002	0.528838	0.540532	0.561218	0.565510	0.571737	0.561218	0.573332	0.562242	0.564434	0.576374	0.562242	0.579904	
c2530ae5b8b3c7c9	-----------------0	L1310200179	0	C31A0173	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:46:09	OK	21	0	0	3	7	9	2	0	0	0	0	2832.000000	2301.000000	2333.000000	693.000000	1.222270	0.299094	2995.000000	2848.000000	2892.000000	993.000000	1.043554	0.345993	2236.000000	3175.000000	3226.000000	1103.000000	0.698641	0.344634	1682.000000	2461.000000	2515.000000	1598.000000	0.676045	0.642283	0.815595	0.837651	0.841591	0.843355	1.161201	1.151540	1.165635	1.126297	0.832162	0.855859	0.858988	0.859876	1.134540	1.123088	1.138634	1.100004	0.941758	0.971530	0.970678	0.971014	1.139680	1.131673	1.145063	1.107626	0.907117	0.930781	0.930455	0.928597	1.075829	1.060772	1.082931	1.050034	7.044004	6.006814	2.449167	8.670066	0.531068	0.541031	0.549505	0.531068	0.543702	0.537203	0.548057	0.556256	0.537203	0.549785	0.570129	0.582774	0.590506	0.570129	0.582895	0.566998	0.581281	0.591416	0.566998	0.582941	
a24ed483dbad2363	-----------------0	L1310200102	0	C31A0174	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:48:27	OK	29	0	0	1	8	9	11	0	0	0	0	2809.000000	2252.000000	2268.000000	697.000000	1.242920	0.308407	2994.000000	2807.000000	2835.000000	1009.000000	1.061326	0.357675	2264.000000	3134.000000	3165.000000	1135.000000	0.718844	0.360375	1705.000000	2446.000000	2478.000000	1656.000000	0.692526	0.672624	0.825617	0.856984	0.818337	0.840418	1.167421	1.203013	1.143207	1.151498	0.843500	0.876591	0.835922	0.857021	1.131477	1.172341	1.113894	1.127223	0.952075	0.994766	0.946038	0.964712	1.135510	1.184871	1.118405	1.137372	0.918555	0.956148	0.919746	0.930957	1.065483	1.106763	1.064514	1.083100	7.058026	5.170706	4.635968	8.189565	0.521567	0.529705	0.526238	0.522781	0.521567	0.527192	0.535149	0.531912	0.529096	0.527192	0.559274	0.568444	0.563637	0.563073	0.559274	0.561683	0.564782	0.567510	0.561683	0.563587	
5257b932d6c676c9	-----------------0	L1310200033	0	C31A0175	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:50:32	OK	22	0	0	0	7	11	4	0	0	0	0	2900.000000	2368.000000	2398.000000	695.000000	1.216953	0.291649	3084.000000	2947.000000	2991.000000	1002.000000	1.038734	0.337487	2311.000000	3301.000000	3352.000000	1124.000000	0.694724	0.337893	1714.000000	2519.000000	2571.000000	1606.000000	0.673477	0.631041	0.823680	0.829487	0.794606	0.819313	1.176874	1.160264	1.158670	1.131686	0.841879	0.848077	0.812880	0.836553	1.149079	1.128823	1.129144	1.104956	0.953256	0.962410	0.931873	0.947936	1.154661	1.136651	1.133242	1.108836	0.918573	0.922899	0.899718	0.909828	1.095262	1.064841	1.065885	1.049779	8.042386	6.418781	2.559959	8.642802	0.520708	0.520708	0.524970	0.523731	0.530471	0.527460	0.527460	0.531120	0.532951	0.537731	0.561245	0.561245	0.562709	0.571013	0.571793	0.559057	0.559057	0.564992	0.569300	0.573356	
d2535a0734c00819	-----------------0	L1310200190	0	C31A0174	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:52:39	OK	17	0	0	2	2	7	6	0	0	0	0	3000.000000	2323.000000	2348.000000	664.000000	1.284522	0.284307	3193.000000	2906.000000	2946.000000	981.000000	1.091251	0.335270	2398.000000	3279.000000	3323.000000	1118.000000	0.726447	0.338685	1785.000000	2510.000000	2554.000000	1670.000000	0.704976	0.659558	0.808378	0.826292	0.822722	0.830032	1.166465	1.189806	1.164603	1.160024	0.826666	0.846785	0.840483	0.847292	1.130309	1.158807	1.133960	1.132908	0.933777	0.965459	0.946886	0.958002	1.133852	1.167319	1.142161	1.142531	0.901934	0.931794	0.911252	0.920430	1.061093	1.087499	1.075046	1.077428	6.854020	5.530636	2.529296	9.503509	0.521994	0.523987	0.527024	0.521994	0.524745	0.528302	0.529883	0.534088	0.528302	0.531787	0.560514	0.563524	0.568448	0.560514	0.565257	0.557873	0.560146	0.572218	0.557873	0.567922	
424234a335b2e569	-----------------0	L1310200178	0	C31A0173	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:55:01	OK	25	0	0	3	4	12	6	0	0	0	0	2937.000000	2327.000000	2354.000000	688.000000	1.254860	0.293954	3116.000000	2896.000000	2936.000000	998.000000	1.068587	0.342250	2312.000000	3240.000000	3288.000000	1128.000000	0.708333	0.345588	1759.000000	2524.000000	2575.000000	1677.000000	0.689939	0.657776	0.809899	0.830690	0.831472	0.831073	1.166657	1.171586	1.160594	1.142206	0.827889	0.848989	0.848073	0.848274	1.138766	1.143927	1.133421	1.117219	0.937853	0.965562	0.954898	0.958673	1.140391	1.151380	1.138265	1.124422	0.907209	0.923960	0.917406	0.917727	1.076457	1.080556	1.077860	1.066401	8.723993	5.820002	2.182444	8.813432	0.525962	0.525962	0.530756	0.527834	0.537462	0.533294	0.533294	0.537694	0.534529	0.544377	0.567238	0.568013	0.571256	0.567238	0.577808	0.564116	0.566140	0.573444	0.564116	0.579188	
424bd1f39cffe7f9	-----------------0	L1310200193	0	C31A0175	FM30FF-368H-1	047	CC	L001-01	03/24/2013/14:57:04	OK	14	0	0	0	1	6	7	0	0	0	0	2905.000000	2267.000000	2296.000000	653.000000	1.273285	0.286215	3088.000000	2833.000000	2874.000000	962.000000	1.082180	0.337130	2317.000000	3198.000000	3243.000000	1100.000000	0.719454	0.341562	1758.000000	2490.000000	2540.000000	1673.000000	0.699006	0.665209	0.813737	0.826212	0.821505	0.820860	1.186309	1.176060	1.174367	1.147294	0.833051	0.847132	0.841132	0.839157	1.150866	1.146302	1.141912	1.122058	0.947476	0.967635	0.958383	0.954961	1.152551	1.148911	1.147609	1.125436	0.913818	0.935320	0.920009	0.917030	1.076095	1.077917	1.080396	1.070877	6.823683	5.275723	2.248894	8.283170	0.510959	0.524026	0.537471	0.510959	0.528280	0.517157	0.530035	0.544720	0.517157	0.535657	0.550127	0.563503	0.579365	0.550127	0.570545	0.547535	0.560748	0.583030	0.547535	0.573229	
